序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,双低,老式双低,老式排名,新式双低,新式排名,MA20乖离,热门度,转债名称
124,振德转债!,113555,2020/1/14,振德医疗,603301,医药,医疗器械,504.62,-2.77%,0.66%,70.7,-2.13%,177,15.10%,124.8,14.01,6.36,504.64,0.00%,转股中,5.29年,3.29年,1.60%,8.20%,2.3,141,-23.50%,-24.10%,-17.10%,-17.20%,84.38,89.98,0.99,AA-,6.61%,504.62 ,504.6,290,414.6,290,-9.70%,16,振德转债!
40,正邦转债,128114,2020/7/15,正邦科技,2157,农业,畜牧业,162,-1.52%,1.23%,24.29,-0.33%,37,1.40%,115.3,16.09,5.16,150.96,7.30%,3月19天,5.78年,3.78年,2.60%,4.00%,16,608,-5.80%,-6.23%,-10.30%,-10.50%,88.21,91.06,0.89,AA+,4.31%,169.30 ,173,262,82,258,-0.10%,7,正邦转债
113,正裕转债!,113561,2020/2/10,正裕工业,603089,汽车,零部件制,132.62,0.95%,0.31%,13.63,1.41%,28,9.00%,118.5,10.23,3.63,133.24,-0.50%,转股中,5.32年,3.32年,8.20%,11.00%,2.3,28,-2.14%,-2.73%,-6.64%,-6.87%,81.25,80.88,0.89,A+,7.71%,132.12 ,132,100,50.8,175,7.80%,31,正裕转债!
96,正元转债,123043,2020/3/31,正元智慧,300645,计算机及,软件开发,120.958,1.15%,0.07%,17.3,1.53%,32,15.20%,121.4,15.41,3.61,112.26,7.70%,6.1天,5.50年,3.50年,8.00%,9.00%,1.8,22,0.07%,-0.60%,-3.94%,-4.16%,80.1,81.75,0.8,A+,7.71%,128.66 ,129.7,72,47.9,162,8.50%,17,正元转债
123,至纯转债!,113556,2020/1/9,至纯科技,603690,机械装备,专用设备,149.88,1.98%,-0.56%,39.75,1.58%,364,82.50%,126.8,29.37,7.29,135.34,10.70%,转股中,5.29年,3.29年,2.90%,3.90%,3,103,-3.18%,-3.97%,-9.96%,-10.20%,81.44,86.67,0.9,A+,7.71%,160.58 ,164.4,248,77.8,255,-5.10%,12,至纯转债!
168,智能转债!,128070,2019/7/23,智能自控,2877,机械装备,通用设备,110.42,0.51%,-0.09%,8.54,0.71%,24,9.40%,117.6,9.51,4.05,89.8,23.00%,转股中,4.82年,无权,8.10%,7.30%,2.3,28,1.34%,0.69%,无权,无权,无权,83.71,0.59,A+,7.60%,133.42 ,131,86,47.3,158,6.30%,33,智能转债!
201,中鼎转2!,127011,2019/4/4,中鼎股份,887,汽车,零部件制,120.75,-0.02%,-0.32%,10.62,-0.75%,11,0.80%,115.2,11.59,1.47,91.63,31.80%,转股中,4.50年,2.50年,9.30%,8.50%,12,130,-1.06%,-1.65%,-5.65%,-5.88%,93.15,96.58,0.46,AA+,4.20%,152.55 ,149.9,222,53.3,192,-7.20%,29,中鼎转2!
175,中环转债!,123026,2019/7/1,中环环保,300692,城市公用,三废处理,146.5,-0.54%,-0.84%,17.65,-1.51%,144,62.00%,110.6,12.25,3.11,144.08,1.70%,转股中,3.76年,1.76年,5.40%,7.80%,1.6,29,-7.32%,-7.78%,-13.80%,-14.00%,91.28,88.03,0.92,AA-,6.50%,148.20 ,148.9,218,57.6,211,6.50%,30,中环转债!
17,中金转债,127020,2020/8/14,中金岭南,60,有色金属,有色行业,114.45,-0.22%,0.59%,4.53,0.67%,12,0.30%,113.7,4.71,1.46,96.18,19.00%,4月22天,5.87年,3.87年,23.50%,22.60%,38,162,-0.11%,-0.53%,-2.72%,-2.83%,86.68,89.31,0.56,AA+,4.31%,133.45 ,132.7,112,43.4,127,0.10%,9,中金转债
44,中矿转债,128111,2020/7/7,中矿资源,2738,有色金属,有色行业,118.93,-0.64%,0.22%,16,-0.62%,2.3,0.20%,124.7,15.53,1.64,103.03,15.40%,3月13天,5.76年,3.76年,18.00%,18.50%,8,44,0.84%,0.12%,-3.24%,-3.46%,81.76,87.21,0.69,AA-,6.61%,134.33 ,134.8,123,47.6,160,-2.60%,5,中矿转债
208,中天转债!,110051,2019/3/22,中天科技,600522,通信互联,通信设备,126,1.16%,-1.72%,11.23,-0.80%,14,0.30%,113.9,10.09,1.61,111.3,13.20%,转股中,4.48年,2.48年,11.50%,12.80%,40,344,-2.27%,-2.81%,-7.26%,-7.47%,93.11,95.56,0.71,AA+,4.20%,139.20 ,140.7,173,45.1,142,-0.40%,29,中天转债!
205,中信转债!,113021,2019/3/19,中信银行,601998,金融,银行行业,105.84,0.18%,-0.26%,5.15,-0.39%,81,0.20%,118.8,6.98,0.56,73.78,43.40%,转股中,4.49年,无权,15.90%,11.70%,400,2520,2.68%,1.92%,无权,无权,无权,101.06,0.21,AAA,3.90%,149.24 ,137.9,150,36.8,70,-1.90%,54,中信转债!
269,众信转债!,128022,2017/12/28,众信旅游,2707,旅游餐饮,旅游,127.8,0.39%,-1.20%,9.67,-1.02%,44,7.50%,109.8,7.91,4.28,122.25,4.50%,转股中,3.24年,1.24年,5.20%,6.40%,4.6,88,-4.67%,-5.19%,-13.40%,-13.70%,96.74,96.14,0.79,AA,4.40%,132.30 ,133.3,116,36.6,66,7.10%,25,众信转债!
266,众兴转债!,128026,2018/1/3,众兴菌业,2772,农业,种植业,107.251,-0.61%,-0.65%,9.44,-3.18%,4.4,0.40%,110.3,11.45,1.45,82.45,30.10%,转股中,3.27年,1.27年,26.50%,21.80%,9.2,35,0.88%,0.29%,-2.93%,-3.30%,94.13,90.52,0.4,AA-,6.50%,137.35 ,132.1,102,37.9,79,-7.50%,57,众兴转债!
12,紫银转债,113037,2020/8/17,紫金银行,601860,金融,银行行业,110.1,-0.36%,0.00%,4.27,-0.70%,40,0.80%,115.8,4.75,1.13,89.89,22.50%,4月26天,5.88年,无权,28.80%,25.90%,45,156,0.88%,0.39%,无权,无权,无权,91.09,0.52,AA+,4.31%,132.60 ,130.3,78,39.2,92,-3.20%,13,紫银转债
64,纵横转债,113573,2020/5/22,纵横通信,603602,通信互联,通信设备,104.18,0.09%,0.27%,14.54,0.83%,2.6,0.90%,124.7,18.81,4.4,77.3,34.80%,48天,5.61年,3.61年,9.10%,7.00%,2.7,30,3.33%,2.56%,0.11%,-0.12%,79.44,83.24,0.43,A+,7.71%,138.98 ,131.1,88,47.8,161,-4.20%,13,纵横转债
1,N特发转2,127021,今日上市,特发信息,70,通信互联,通信设备,120.02,20.00%,0.00%,11.27,-1.49%,899,133%,113.3,12.33,3.27,91.4,31.30%,5月11天,4.92年,2.92年,6.00%,5.50%,5.5,92,-1.18%,-1.65%,-5.14%,-5.26%,89.4,91.88,0.5,AA,4.40%,151.32 ,148.6,216,56.8,207,-10.90%,2,N特发转2
