序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,双低,老式双低,老式排名,新式双低,新式排名,MA20乖离,热门度,转债名称
234,凯中转债!,128042,2018/9/3,凯中精密,2823,能源电力,电力设备,110.041,0.40%,-0.40%,11.27,0.00%,1.7,0.40%,116.3,12.94,2.56,87.09,26.30%,转股中,3.90年,1.90年,12.80%,11.10%,4.2,33,1.45%,0.70%,-3.26%,-3.52%,94.33,99.05,0.35,AA,4.40%,136.34 ,133,114,33.9,37,-4.10%,24,凯中转债!
97,康弘转债,128098,2020/3/31,康弘药业,2773,医药,化学制药,143.9,-0.76%,0.09%,50.24,-0.75%,62,2.60%,116.3,35.3,9.32,142.32,1.10%,6.1天,5.50年,3.50年,3.70%,5.30%,16,440,-3.87%,-4.36%,-8.60%,-8.77%,88.64,91.98,0.89,AA,4.51%,145.00 ,145.5,209,53.5,195,9.20%,23,康弘转债
61,康隆转债,113580,2020/5/20,康隆达,603665,服装纺织,服装行业,144.36,-0.26%,0.26%,23.6,0.00%,30,10.50%,121.2,15.51,3.79,152.16,-5.10%,54天,5.63年,3.63年,5.70%,8.70%,2,35,-3.12%,-3.73%,-8.32%,-8.50%,82.05,85.45,0.92,AA-,6.61%,139.26 ,136.6,141,51.1,178,11.40%,8,康隆转债
94,科达转债!,113569,2020/4/8,苏州科达,603660,通信互联,物联网,103.8,0.12%,0.14%,9.4,1.18%,2.4,0.40%,120.7,14.84,2.78,63.34,63.90%,8天,5.51年,3.51年,11.00%,7.00%,5.2,47,2.83%,2.16%,0.06%,-0.15%,82.63,85.74,0.22,AA-,6.61%,167.70 ,144.3,202,58.5,214,-2.40%,22,科达转债!
6,科华转债,128124,2020/8/20,科华生物,2022,医药,生物制药,114.01,-0.96%,-1.88%,19.29,-5.12%,16,1.90%,110.3,21.5,3.88,89.72,27.10%,5月1天,5.89年,3.89年,7.40%,6.70%,7.4,99,-0.57%,-0.89%,-2.47%,-2.61%,86.46,85.68,0.56,AA,4.51%,141.11 ,138.3,154,51.8,181,-7.50%,6,科华转债
224,科森转债!!,113521,2018/12/7,科森科技,603626,通信互联,通信设备,177.87,-1.96%,-0.30%,15.27,-2.43%,48,33.40%,115.2,8.7,3.54,175.52,1.30%,转股中,4.20年,2.20年,1.10%,1.90%,0.8,73,-10.00%,-10.60%,-15.00%,-15.10%,93.88,97.01,0.93,AA,4.40%,179.17 ,180.2,266,83.2,260,-2.80%,25,科森转债!!
230,蓝盾转债!!,123015,2018/9/13,蓝盾股份,300297,计算机及,软件开发,196.35,-0.83%,0.83%,5.6,0.54%,1433,733%,112.3,5.79,1.86,96.72,103%,转股中,3.94年,1.94年,1.40%,1.40%,1,70,-13.40%,-13.90%,-19.90%,-20.10%,94.18,95.5,0,AA,4.40%,299.35 ,296,282,200.5,283,20.80%,18,蓝盾转债!!
56,蓝帆转债,128108,2020/6/19,蓝帆医疗,2382,医药,医疗器械,139.4,-0.82%,0.07%,25.98,-0.84%,304,7.00%,113.3,17.79,2.79,146.04,-4.50%,2月29天,5.73年,4.73年,12.60%,18.30%,31,250,-3.62%,-4.01%,-5.58%,-5.78%,85.64,88.73,0.89,AA,4.51%,134.90 ,132.8,113,44,135,-10.50%,16,蓝帆转债
173,蓝晓转债!,123027,2019/7/4,蓝晓科技,300487,化工,化工,174.7,0.29%,-0.40%,51.43,-0.12%,149,66.00%,119.5,29.33,7.77,175.35,-0.40%,转股中,4.76年,2.76年,1.20%,2.10%,1.3,108,-7.81%,-8.44%,-10.60%,-10.80%,84.72,85.47,1,A+,7.60%,174.30 ,174.1,263,88.6,265,20.00%,21,蓝晓转债!
86,雷迪转债,123045,2020/4/13,雷迪克,300652,汽车,零部件制,118.299,1.18%,0.58%,22.69,2.21%,4.9,1.40%,119.4,20.13,2.5,112.72,5.00%,13天,5.52年,3.52年,14.50%,16.30%,2.9,20,0.17%,-0.44%,-3.33%,-3.56%,79.99,80.3,0.8,A+,7.71%,123.30 ,123.9,23,43.6,130,5.40%,38,雷迪转债
141,利德转债!,123035,2019/12/9,利亚德,300296,电子,LED制,128.594,2.59%,-0.31%,8.26,3.12%,326,32.00%,115.6,6.98,2.48,118.34,8.70%,转股中,5.19年,3.19年,3.80%,4.50%,8,210,-2.07%,-2.59%,-6.17%,-6.38%,90.7,93.61,0.73,AA+,4.31%,137.29 ,138.8,159,45.2,143,19.60%,16,利德转债!
228,利尔转债!,128046,2018/11/9,利尔化学,2258,化工,农化,132.4,-0.23%,1.52%,22.86,1.65%,23,2.00%,112.9,18.62,3.51,122.77,7.80%,转股中,4年42天,2年42天,7.10%,8.70%,8.5,120,-3.87%,-4.41%,-10.30%,-10.60%,94.08,95.38,0.78,AA,4.40%,140.20 ,142,182,46.6,150,-2.20%,10,利尔转债!
78,利群转债!,113033,2020/4/21,利群股份,601366,商业零售,商场,112.67,-0.29%,-1.13%,6.91,-2.26%,4.3,0.20%,115.3,7.01,1.35,98.57,14.30%,33天,5.57年,3.57年,30.30%,29.80%,18,59,0.42%,-0.07%,-2.19%,-2.38%,88.36,90.9,0.63,AA,4.51%,126.97 ,126.8,50,35.9,54,-6.60%,36,利群转债!
19,联诚转债,128120,2020/8/17,联诚精密,2921,汽车,零部件制,109.5,-0.49%,-0.20%,23.01,-0.95%,8.3,2.90%,118.4,24.37,2.66,94.42,16.00%,4月22天,5.86年,3.86年,13.80%,13.10%,2.6,19,1.37%,0.81%,-1.15%,-1.36%,75.14,73.63,0.72,A,8.71%,125.50 ,124.6,31,49.4,169,-0.60%,6,联诚转债
85,联创转债!,128101,2020/4/13,联创电子,2036,电子,液晶显示,117.05,0.04%,0.17%,12.16,0.50%,4.4,1.30%,115.1,14.48,4.53,83.98,39.40%,16天,5.53年,3.53年,2.70%,2.20%,3,113,-0.31%,-0.79%,-3.28%,-3.45%,88.34,90.89,0.42,AA,4.51%,156.45 ,150.1,224,59.2,218,0.80%,14,联创转债!
118,联得转债,123038,2020/1/22,联得装备,300545,机械装备,专用设备,142.8,-2.01%,-0.12%,36.28,-2.32%,124,53.40%,119.1,25.29,7.45,143.46,-0.50%,转股中,5.30年,3.30年,3.10%,4.50%,1.6,52,-3.43%,-4.02%,-8.74%,-8.94%,81.08,81.33,0.92,A+,7.71%,142.30 ,142.1,184,60.8,224,8.70%,15,联得转债
211,联泰转债!,113526,2019/2/18,联泰环保,603797,城市公用,三废处理,192.89,2.22%,-2.31%,9.37,-0.11%,164,43.60%,110.8,6.11,1.97,153.36,25.80%,转股中,4.38年,2.38年,4.60%,7.10%,1.9,42,-12.10%,-12.40%,-15.10%,-15.20%,92.92,92.55,0.91,AA,4.40%,218.69 ,232.4,279,139.5,279,1.20%,7,联泰转债!
278,林洋转债!,113014,2017/11/13,林洋能源,601222,能源电力,电力设备,114.38,-0.39%,0.57%,7.22,0.56%,9.9,0.30%,110.3,8.54,1.25,84.54,35.30%,转股中,3年52天,1年52天,23.80%,20.10%,30,126,-1.18%,-1.77%,-7.90%,-8.28%,97.37,96.99,0.32,AA,4.40%,149.68 ,144.2,201,46.8,152,-1.90%,24,林洋转债!
68,凌钢转债!,110070,2020/5/13,凌钢股份,600231,钢铁,炼钢,103.93,-0.10%,-0.08%,2.3,-0.43%,2.5,0.50%,117.8,2.75,0.82,83.64,24.30%,42天,5.60年,3.60年,6.90%,5.80%,4.4,64,2.31%,1.73%,0.05%,-0.16%,88.53,92.77,0.41,AA,4.51%,128.23 ,124.2,25,31.5,25,-1.10%,12,凌钢转债!
229,岭南转债!,128044,2018/9/4,岭南股份,2717,城市公用,生态环境,103.701,-0.19%,0.19%,4.21,0.00%,0.6,0.10%,111.3,5.91,1.35,71.24,45.60%,转股中,3.94年,1.94年,10.20%,7.30%,6.6,64,1.84%,1.30%,-0.42%,-0.67%,94.17,94.64,0.18,AA,4.40%,149.30 ,136.2,135,41.5,113,-0.70%,30,岭南转债!
107,柳药转债,113563,2020/2/24,柳药股份,603368,医药,医药商业,123.55,-0.36%,-0.35%,25.24,-1.06%,20,2.00%,113.2,24.47,1.99,103.15,19.80%,转股中,5.36年,3.36年,8.80%,9.00%,8,92,-1.65%,-2.08%,-4.88%,-5.07%,89.06,90.04,0.68,AA,4.51%,143.35 ,144,199,53.9,197,-1.60%,15,柳药转债
24,龙大转债,128119,2020/8/7,龙大肉食,2726,食品饮料,肉制品,154.301,-1.93%,0.31%,13.65,-1.87%,69,4.70%,120.2,9.56,5.25,142.78,8.10%,4月14天,5.85年,3.85年,7.00%,10.00%,9.5,136,-4.24%,-4.79%,-9.48%,-9.63%,87.18,93.57,0.87,AA,4.51%,162.40 ,165.8,251,72.2,247,6.80%,4,龙大转债
81,龙净转债!,110068,2020/4/15,龙净环保,600388,城市公用,三废处理,118.5,-0.50%,-0.02%,10.94,-0.82%,17,0.70%,115,10.73,2.17,101.96,16.20%,25天,5.55年,3.55年,17.10%,17.40%,20,117,-0.55%,-1.03%,-3.60%,-3.77%,88.78,91.65,0.63,AA+,4.31%,134.70 ,135,126,43.4,126,7.20%,29,龙净转债!
59,龙蟠转债,113581,2020/5/19,龙蟠科技,603906,化工,化工,275.68,-0.81%,0.67%,29.2,-0.14%,276,25.20%,129.6,9.48,6.26,308.02,-10.50%,54天,5.63年,3.63年,4.50%,13.90%,4,88,-12.80%,-13.50%,-11.20%,-11.30%,80.97,86.67,0.97,A+,7.71%,265.18 ,243.3,280,156.7,281,2.40%,13,龙蟠转债
75,鲁泰转债,127016,2020/5/13,鲁 泰Ａ,726,服装纺织,纺织行业,107.98,-0.18%,0.23%,7.76,0.13%,5.8,0.40%,116.2,8.91,0.86,87.09,24.00%,40天,5.59年,3.59年,21.00%,18.30%,14,67,1.34%,0.82%,-1.08%,-1.27%,88.81,92.47,0.45,AA+,4.31%,131.98 ,128.9,66,36.4,64,-2.00%,20,鲁泰转债
283,骆驼转债!,113012,2017/7/18,骆驼股份,601311,汽车,零部件制,110.83,-0.65%,0.48%,7.98,-0.99%,2.9,0.50%,107.8,10.06,1.03,79.32,39.70%,转股中,2.55年,0.55年,5.70%,4.50%,5.1,90,-1.10%,-1.67%,-12.20%,-12.60%,98.6,97.18,0.17,AA,4.29%,150.53 ,142.3,186,43.7,132,-1.10%,17,骆驼转债!
30,美联转债,123057,2020/7/27,美联新材,300586,化工,橡胶塑料,121.22,0.28%,0.50%,11.21,0.99%,8.7,3.50%,118.2,9.91,7,113.12,7.20%,4月4天,5.82年,3.82年,4.00%,4.60%,2.1,51,-0.44%,-0.98%,-3.78%,-3.96%,81.07,82.36,0.79,AA-,6.61%,128.42 ,129.3,68,47,153,7.40%,5,美联转债
260,蒙电转债!,110041,2018/1/9,内蒙华电,600863,能源电力,电力供应,114.15,-0.31%,-0.09%,2.61,-0.76%,0.9,0.00%,110.3,2.69,1.32,97.03,17.60%,转股中,3.30年,1.30年,12.30%,12.00%,19,152,-1.06%,-1.63%,-6.97%,-7.31%,97.42,97.87,0.52,AAA,3.90%,131.75 ,131.3,89,33.4,32,-1.00%,9,蒙电转债!
184,明泰转债!,113025,2019/5/7,明泰铝业,601677,有色金属,铝金属,113.6,-0.70%,0.95%,10.95,0.46%,15,0.70%,115.1,11.2,0.96,97.77,16.20%,转股中,4.59年,2.59年,27.30%,26.70%,18,67,0.29%,-0.30%,-3.37%,-3.60%,92.23,95.31,0.55,AA,4.40%,129.80 ,129.4,70,34.1,38,-2.40%,31,明泰转债!
131,明阳转债!,113029,2020/1/7,明阳智能,601615,能源电力,风能,128.85,-0.14%,-1.03%,15.75,-1.44%,35,1.60%,113.3,12.46,3.04,126.4,1.90%,转股中,5.28年,3.28年,7.70%,9.70%,17,221,-2.45%,-2.89%,-6.14%,-6.33%,89.49,90.47,0.81,AA,4.51%,130.75 ,131.3,91,40.8,105,1.30%,23,明阳转债!
281,模塑转债!!,127004,2017/8/16,模塑科技,700,汽车,零部件制,198.1,-1.68%,1.68%,7.22,-0.41%,499,191%,113.3,7.46,2.48,96.78,105%,转股中,2.74年,0.74年,2.00%,1.90%,1.3,66,-18.70%,-19.30%,-54.20%,-54.40%,98.06,101.35,0,AA,4.29%,303.10 ,299.4,283,198.1,282,-5.60%,39,模塑转债!!
130,木森转债!,128084,2020/1/10,木林森,2745,电子,LED制,119.86,-0.63%,0.50%,15.42,-0.13%,64,11.10%,117.3,12.8,1.92,120.47,-0.50%,转股中,5.28年,3.28年,2.20%,2.60%,4.8,219,-0.42%,-0.99%,-4.13%,-4.33%,89.32,93.37,1,AA,4.51%,119.36 ,119.3,5,25.9,10,-4.70%,20,木森转债!
27,宁建转债,113036,2020/8/6,宁波建工,601789,建筑,建筑工程,115.01,-0.42%,-0.06%,4.74,-0.84%,3.1,0.50%,117.3,4.86,1.59,97.53,17.90%,4月8天,5.83年,3.83年,11.70%,11.40%,5.4,46,0.34%,-0.18%,-2.55%,-2.73%,87.35,91.42,0.58,AA,4.51%,132.91 ,132.5,109,41.1,108,-4.80%,4,宁建转债
165,欧派转债!,113543,2019/9/4,欧派家居,603833,其他,家居用品,146.56,-1.17%,0.55%,105.62,-0.69%,50,2.90%,114.9,71.69,4.78,147.33,-0.50%,转股中,4.95年,3.95年,1.90%,2.80%,12,621,-4.88%,-5.38%,-7.83%,-8.04%,88.79,93.75,0.9,AA,4.40%,146.06 ,145.8,210,52,183,2.40%,15,欧派转债!
112,璞泰转债!,113562,2020/2/4,璞泰来,603659,电子,元器件制,141.85,-1.19%,0.28%,105.81,-1.11%,9.8,0.80%,113.3,82.73,13.47,127.9,10.90%,转股中,4.33年,2.33年,1.90%,2.40%,8.7,461,-5.12%,-5.63%,-12.30%,-12.50%,91.98,94.73,0.82,AA,4.40%,152.75 ,155.8,233,61.1,225,3.40%,16,璞泰转债!
147,浦发转债!,110059,2019/11/15,浦发银行,600000,金融,银行行业,102.93,0.32%,-0.43%,10.07,-0.49%,201,0.40%,117.8,14.45,0.59,69.69,47.70%,转股中,5年53天,无权,16.90%,11.80%,500,2956,2.73%,2.09%,无权,无权,无权,97.04,0.21,AAA,4.01%,150.63 ,136.2,137,39.1,89,-3.70%,78,浦发转债!
215,奇精转债!,113524,2019/1/7,奇精机械,603677,家电,零部件制,109.22,0.08%,-0.14%,12.08,-0.17%,1,0.30%,117.9,14.28,2.38,84.59,29.10%,转股中,4.27年,2.27年,14.20%,12.00%,3.3,23,1.84%,1.09%,-2.24%,-2.50%,93.45,98.93,0.33,AA,4.40%,138.32 ,133.8,118,34.9,44,-2.80%,43,奇精转债!
71,起步转债!,113576,2020/5/7,起步股份,603557,服装纺织,鞋服行业,109.05,0.60%,0.92%,10.32,2.38%,14,2.40%,121.8,10.55,3.15,97.82,11.50%,41天,5.59年,3.59年,10.70%,10.40%,5.2,49,2.04%,1.36%,-1.08%,-1.32%,82.74,86.15,0.64,AA-,6.61%,120.55 ,120.3,6,34.1,39,2.00%,32,起步转债!
116,汽模转2,128090,2020/1/23,天汽模,2510,汽车,零部件制,123.055,-0.27%,-0.49%,4.85,-1.02%,18,3.20%,115.2,4.21,1.66,115.2,6.80%,转股中,5.31年,3.31年,10.50%,12.10%,4.7,44,-1.26%,-1.76%,-4.85%,-5.04%,89.28,91.84,0.74,AA,4.51%,129.86 ,130.9,85,39.1,88,-2.90%,27,汽模转2
170,清水转债,123028,2019/7/15,清水源,300437,城市公用,三废处理,112.95,0.44%,0.91%,12.02,2.21%,8.7,1.60%,121.8,11.84,1.74,101.52,11.30%,转股中,4.79年,2.79年,18.70%,19.00%,4.9,26,1.63%,0.83%,-2.56%,-2.86%,87.44,91.28,0.61,AA-,6.50%,124.25 ,124.4,27,33.1,30,4.10%,47,清水转债
63,全筑转债,113578,2020/5/19,全筑股份,603030,建筑,装饰工程,127.18,1.25%,-0.09%,6.68,1.52%,23,4.80%,118.3,5.43,1.62,123.02,3.40%,51天,5.62年,3.62年,10.70%,13.10%,3.8,36,-1.30%,-1.86%,-5.27%,-5.44%,88.16,93.05,0.76,AA,4.51%,130.58 ,131.3,93,38.3,80,-1.50%,7,全筑转债
167,荣晟转债!,113541,2019/8/13,荣晟环保,603165,造纸包装,包装用纸,124.5,-0.25%,0.36%,14.3,0.14%,5.9,1.50%,115,11.54,2.47,123.92,0.50%,转股中,4.88年,2.88年,9.20%,11.40%,3.3,36,-1.64%,-2.18%,-5.93%,-6.14%,85.88,85.55,0.83,AA-,6.50%,125.00 ,125.1,35,39.2,91,3.70%,51,荣晟转债!
32,瑞达转债,128116,2020/7/24,瑞达期货,2961,金融,期货行业,113.03,0.09%,0.07%,29.01,0.28%,7.3,1.00%,115.3,29.82,7.59,97.28,16.20%,4月1天,5.81年,3.81年,5.00%,4.90%,6.5,129,0.35%,-0.12%,-2.15%,-2.33%,87.35,89.93,0.56,AA,4.51%,129.23 ,128.8,64,38.8,84,-3.30%,6,瑞达转债
38,润达转债,113588,2020/7/13,润达医疗,603108,医药,医疗器械,131.52,-0.31%,-0.84%,14.93,-1.58%,2,0.30%,114.2,13.36,3.01,111.75,17.70%,3月19天,5.78年,3.78年,6.40%,7.10%,5.5,87,-2.45%,-2.88%,-5.89%,-6.05%,87.45,89.2,0.73,AA,4.51%,149.22 ,151.3,225,62.1,227,-2.50%,6,润达转债
8,三超转债,123062,2020/8/17,三超新材,300554,机械装备,通用设备,126.364,2.90%,4.29%,22.25,7.90%,345,142%,119.7,17.17,4.07,129.59,-2.50%,4月29天,5.89年,3.89年,9.40%,12.10%,2,21,-0.93%,-1.50%,-4.59%,-4.79%,75,74.26,0.91,A,8.71%,123.86 ,123.1,19,48.1,163,2.10%,5,三超转债
244,三力转债!,128039,2018/6/29,三 力 士,2224,机械装备,专用设备,118.998,0.31%,0.29%,6.42,0.78%,3.1,1.30%,109.8,5.81,2.04,110.5,7.70%,转股中,3.76年,1.76年,4.30%,4.80%,2,47,-2.15%,-2.62%,-7.49%,-7.72%,91.13,87.39,0.76,AA-,6.50%,126.70 ,127.5,56,36.4,63,-1.90%,19,三力转债!
89,三祥转债!,113572,2020/4/9,三祥新材,603663,其他,其他,138.72,0.39%,-0.39%,20.11,0.00%,16,5.50%,113.2,14.19,6.92,141.72,-2.10%,13天,5.52年,3.52年,5.40%,7.60%,2.1,38,-3.68%,-4.09%,-7.66%,-7.83%,79.26,76.02,0.93,A+,7.71%,136.62 ,135.7,133,56.5,206,3.70%,14,三祥转债!
176,三星转债,113536,2019/6/24,三星新材,603578,家电,零部件制,124.85,0.18%,0.17%,23.91,0.46%,7.5,4.00%,114.8,19.54,3.41,122.36,2.00%,转股中,4.73年,2.73年,6.80%,8.30%,1.5,22,-1.79%,-2.33%,-6.37%,-6.57%,91.57,94.48,0.76,AA,4.40%,126.85 ,127.3,55,32.9,28,0.70%,39,三星转债
126,森特转债,113557,2020/1/10,森特股份,603098,建筑,建筑工程,114.18,-0.63%,-1.10%,10.54,-2.50%,9.2,1.30%,120.7,10.11,2.51,104.25,9.50%,转股中,5.29年,3.29年,11.90%,12.40%,6,51,1.08%,0.40%,-2.69%,-2.90%,83.8,86.94,0.69,AA-,6.61%,123.68 ,124.1,24,37.2,73,7.80%,36,森特转债
220,山鹰转债,110047,2018/12/10,山鹰纸业,600567,造纸包装,包装用纸,116.56,-0.29%,0.14%,3.23,-0.31%,15,0.60%,118.1,3.34,1.05,96.71,20.50%,转股中,4.21年,2.21年,15.50%,15.00%,23,148,0.32%,-0.43%,-4.95%,-5.21%,94.15,100.15,0.48,AA+,4.20%,137.06 ,136.4,139,36.3,61,1.00%,35,山鹰转债
48,上机转债,113586,2020/7/7,上机数控,603185,机械装备,专用设备,199.67,0.50%,-1.09%,70.91,-0.60%,131,10.00%,120.8,33.31,9.08,212.88,-6.20%,3月11天,5.76年,3.76年,4.00%,8.60%,6.7,165,-8.49%,-9.03%,-14.60%,-14.70%,81.41,84.48,0.97,AA-,6.61%,193.47 ,186.5,268,102,269,5.20%,7,上机转债
209,尚荣转债!,128053,2019/3/7,尚荣医疗,2551,医药,医疗器械,187.69,-1.06%,0.03%,7.71,-1.03%,54,14.90%,114.9,4.89,2.16,157.67,19.00%,转股中,4.44年,2.44年,3.00%,4.80%,1.9,63,-10.60%,-11.10%,-14.10%,-14.20%,92.79,95.74,1,AA,4.40%,206.69 ,217.7,275,122,273,-6.10%,28,尚荣转债!
31,胜达转债,113591,2020/7/23,大胜达,603687,造纸包装,包装用纸,108.61,-0.53%,-1.31%,14.13,-2.89%,14,2.30%,122.2,14.73,3.77,95.93,13.20%,4月5天,5.82年,3.82年,9.50%,9.10%,5.5,58,2.09%,1.42%,-1.06%,-1.26%,81.08,85.13,0.64,AA-,6.61%,121.81 ,121.3,10,36.2,59,4.70%,18,胜达转债
238,盛路转债!!,128041,2018/8/14,盛路通信,2446,通信互联,通信设备,226,-0.44%,-0.31%,7.99,-0.75%,484,403%,114.3,6.85,2.52,116.64,93.80%,转股中,3.86年,1.86年,0.70%,0.90%,0.5,72,-16.40%,-16.90%,-23.90%,-24.00%,94.47,97.49,1,AA,4.40%,319.80 ,335.4,286,237.9,285,2.80%,12,盛路转债!!
99,盛屯转债!,110066,2020/3/31,盛屯矿业,600711,有色金属,有色行业,127.15,-0.65%,0.52%,5.89,-0.17%,25,0.80%,115.3,4.88,1.5,120.7,5.30%,1.1天,5.49年,3.49年,17.60%,21.20%,24,136,-1.80%,-2.28%,-5.45%,-5.63%,88.67,91.23,0.77,AA,4.51%,132.45 ,133.6,117,42.4,119,-6.90%,47,盛屯转债!
145,石英转债!,113548,2019/11/22,石英股份,603688,电子,电子产品,165.24,1.21%,-0.33%,24.63,0.94%,140,65.30%,124.8,15.1,5.04,163.11,1.30%,转股中,5年53天,3年53天,1.50%,2.50%,1.3,85,-5.42%,-6.15%,-12.70%,-12.90%,85.12,90.77,0.93,AA-,6.61%,166.54 ,167.4,253,76.6,252,1.80%,10,石英转债!
275,时达转债!,128018,2017/12/4,新时达,2527,机械装备,机器人及,106.8,0.57%,-0.27%,6.19,0.98%,2.4,0.30%,110.3,7.42,1.52,83.42,28.00%,转股中,3.17年,1.17年,22.90%,19.10%,8.8,38,1.05%,0.43%,-2.84%,-3.24%,97.26,96.88,0.3,AA,4.40%,134.80 ,130.2,77,32.9,29,8.30%,41,时达转债!
47,寿仙转债,113585,2020/7/7,寿仙谷,603896,医药,中药,130.8,-2.75%,-0.02%,39,-3.08%,26,5.40%,117.8,28.68,4.78,135.98,-3.80%,3月11天,5.76年,3.76年,6.40%,8.70%,3.6,56,-1.84%,-2.36%,-5.70%,-5.88%,81.41,82.4,0.9,AA-,6.61%,127.00 ,125.6,39,43.2,124,-2.90%,8,寿仙转债
261,双环转债!,128032,2018/1/25,双环传动,2472,机械装备,通用设备,106.564,-0.87%,0.50%,7,-2.64%,3.1,0.30%,110.3,9.89,1.46,70.78,50.60%,转股中,3.30年,1.30年,20.80%,14.70%,10,48,1.07%,0.48%,-2.44%,-2.80%,96.71,96.33,0.14,AA,4.40%,157.16 ,142.3,187,45.6,145,8.60%,49,双环转债!
287,顺昌转债!!,128010,2016/2/23,澳洋顺昌,2245,交通运输,物流业,107.1,0.05%,-0.05%,5.08,2.83%,6.8,1.30%,109.6,9.25,2.32,54.92,95.00%,转股中,1.38年,回售中,10.20%,5.60%,5.1,50,1.70%,0.40%,回售中,回售中,100.27,103.58,0,AA,4.29%,202.10 ,159.3,239,55.7,202,2.10%,41,顺昌转债!!
187,司尔转债!,128064,2019/5/7,司尔特,2538,化工,农化,121.7,0.29%,1.61%,7.22,2.56%,11,1.20%,114.9,6.07,1.38,118.95,2.30%,转股中,4.59年,2.59年,15.40%,18.40%,8,52,-1.27%,-1.84%,-5.79%,-6.01%,92.23,95.16,0.74,AA,4.40%,124.00 ,124.5,28,29.3,16,12.30%,54,司尔转债!
45,思特转债,123054,2020/7/6,思特奇,300608,通信互联,通信设备,119.95,0.13%,1.43%,18.91,2.00%,10,3.20%,121.7,16.49,3.85,114.68,4.60%,3月12天,5.76年,3.76年,9.10%,10.40%,2.7,30,0.26%,-0.38%,-3.46%,-3.67%,81.78,85.15,0.78,AA-,6.61%,124.55 ,125.2,37,40.1,97,8.30%,8,思特转债
87,搜特转债!,128100,2020/4/9,搜于特,2503,服装纺织,服装行业,107.4,0.37%,-0.25%,2.75,1.85%,21,2.50%,117.3,5.36,1.55,51.31,109%,13天,5.52年,3.52年,9.40%,4.80%,8,85,1.64%,1.08%,-0.93%,-1.13%,88.57,92.69,0.07,AA,4.51%,216.40 ,163.5,246,70.8,244,0.10%,37,搜特转债!
232,苏农转债!,113516,2018/8/20,苏农银行,603323,金融,银行行业,107.56,-0.73%,0.58%,4.74,-0.42%,3.8,0.30%,114.3,5.52,0.74,85.87,25.30%,转股中,3.91年,无权,15.10%,13.00%,13,85,1.60%,0.92%,无权,无权,无权,98.03,0.35,AA+,4.20%,132.86 ,129.3,67,31.2,21,-0.70%,37,苏农转债!
14,苏试转债,123060,2020/8/17,苏试试验,300416,机械装备,专用设备,146.605,-0.94%,1.23%,29.18,0.34%,66,14.60%,117.6,23.86,6.72,122.3,19.90%,4月24天,5.87年,3.87年,5.20%,6.40%,3.1,59,-3.75%,-4.24%,-8.23%,-8.39%,80.63,81.61,0.85,AA-,6.61%,166.51 ,170.9,258,89.3,266,1.40%,3,苏试转债
200,苏银转债!,110053,2019/4/3,江苏银行,600919,金融,银行行业,112.69,-0.27%,0.39%,6.47,0.31%,69,0.30%,119.1,7.28,0.65,88.87,26.80%,转股中,4.52年,无权,26.80%,23.80%,200,747,1.27%,0.52%,无权,无权,无权,101.22,0.39,AAA,3.90%,139.49 ,136.5,140,35.3,49,1.70%,48,苏银转债!
149,索发转债!,113547,2019/11/22,索通发展,603612,其他,其他,132.74,1.42%,0.39%,14.04,1.81%,65,12.30%,119.1,10.52,1.91,133.46,-0.50%,转股中,5年49天,3年49天,7.60%,10.10%,4.1,53,-2.14%,-2.76%,-7.10%,-7.32%,90.47,95.49,1,AA,4.51%,132.24 ,132,101,36.5,65,-7.00%,10,索发转债!
202,拓邦转债,128058,2019/4/8,拓邦股份,2139,电子,电子产品,132.5,0.44%,1.92%,7,3.09%,12,1.60%,122.6,5.47,2.79,127.97,3.50%,转股中,4.50年,2.50年,7.90%,10.20%,5.7,72,-1.75%,-2.58%,-8.60%,-8.88%,93.59,102,0.76,AA,4.40%,136.00 ,137,145,35,47,5.60%,21,拓邦转债
214,台华转债!,113525,2019/1/11,台华新材,603055,服装纺织,纺织行业,120.95,1.32%,-0.71%,8.84,0.91%,5.1,0.90%,114.9,8.03,2.63,110.09,9.90%,转股中,4.28年,2.28年,6.90%,7.60%,4.7,68,-1.21%,-1.82%,-6.26%,-6.50%,93.42,96.39,0.67,AA,4.40%,130.85 ,131.8,98,35.4,50,5.70%,22,台华转债!
152,太极转债!,128078,2019/11/8,太极股份,2368,计算机及,软件开发,135.25,-0.57%,1.00%,29.93,0.44%,59,4.50%,117.3,22.4,4.01,133.62,1.20%,转股中,5年46天,3年46天,5.50%,7.40%,9.6,173,-2.79%,-3.36%,-7.80%,-7.99%,90.09,94.28,1,AA,4.51%,136.45 ,136.9,143,42.6,122,-5.60%,12,太极转债!
263,太阳转债!!,128029,2018/1/16,太阳纸业,2078,造纸包装,造纸行业,165.9,-2.30%,-0.70%,13.92,-3.00%,16,0.90%,107.8,8.55,2.35,162.81,1.90%,转股中,2.30年,0.30年,3.10%,5.10%,11,361,-17.30%,-17.80%,-89.40%,-89.60%,99.15,98.57,1,AA+,4.09%,167.80 ,169,254,69.8,241,3.90%,8,太阳转债!!
