序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
81,星帅转债,128094,2020/2/19,星帅尔,2860,家电,零部件制,115.403,0.53%,-0.37%,14.56,0.21%,7.9,2.40%,121.5,13.95,1.92,104.37,10.60%,转股中,5.46年,3.46年,9.70%,10.10%,2.8,29,0.97%,0.29%,-2.71%,-2.94%,80.9,82.89,0.75,A+,7.44%,126,126.4,43.5,-7.70%,31,星帅转债
69,正元转债,123043,2020/3/31,正元智慧,300645,计算机及,软件开发,115.28,0.33%,-0.10%,15.8,0.32%,6.7,3.30%,121.4,15.41,3.35,102.53,12.40%,41天,5.59年,3.59年,8.70%,9.00%,1.8,20,0.95%,0.29%,-2.59%,-2.81%,80.11,82.04,0.74,A+,7.44%,127.68,128,46,-1.70%,18,正元转债
18,思特转债,123054,2020/7/6,思特奇,300608,通信互联,通信设备,115.8,0.46%,0.39%,17.18,1.24%,6.7,2.10%,121.7,16.49,3.56,104.18,11.10%,4月17天,5.86年,3.86年,10.00%,10.40%,2.7,27,0.87%,0.23%,-2.52%,-2.73%,83.78,88.4,0.68,AA-,5.74%,126.9,127.4,39,-3.40%,6,思特转债
197,华源转债!,128049,2018/12/20,华源控股,2787,造纸包装,包装材料,111.1,0.63%,1.40%,7.34,3.38%,3.3,0.80%,115.2,7.42,1.59,98.92,12.30%,转股中,4.32年,2.32年,17.50%,17.30%,4,23,0.86%,0.22%,-2.82%,-3.09%,90.8,91.95,0.6,AA-,5.48%,123.4,123.3,31.3,1.40%,59,华源转债!
145,华森转债!,128069,2019/7/11,华森制药,2907,医药,化学制药,115.16,1.16%,0.88%,19.39,2.97%,53,15.40%,120,18.04,7.65,107.48,7.10%,转股中,4.90年,2.90年,3.90%,4.10%,3,78,0.86%,0.15%,-3.46%,-3.67%,88.04,92.87,0.69,AA-,5.48%,122.26,122.8,30,5.70%,42,华森转债!
52,华体转债,113574,2020/4/27,华体科技,603679,城市公用,城市公用,111.39,0.32%,0.19%,27.44,0.92%,1.2,0.50%,116.4,33.99,3.93,80.73,38.00%,2月7天,5.66年,3.66年,5.30%,4.30%,2.1,39,0.80%,0.28%,-1.66%,-1.88%,79.7,78.3,0.55,A+,7.44%,149.39,142.1,62.3,-13.10%,9,华体转债
264,骆驼转债!,113012,2017/7/18,骆驼股份,601311,汽车,零部件制,105.65,-0.70%,0.69%,7.5,-0.13%,7.8,1.40%,107.8,10.06,1,74.55,41.70%,转股中,2.64年,0.64年,6.10%,4.50%,5.1,84,0.78%,0.21%,-4.78%,-5.13%,98.14,96.58,0.11,AA,4.31%,147.35,136.7,38.6,-9.20%,17,骆驼转债!
170,招路转债!,127012,2019/4/30,招商公路,1965,机场高速,高速,104.7,0.62%,-0.53%,7.16,0.28%,32,0.60%,108.2,9.09,0.92,78.77,32.90%,转股中,4.64年,2.64年,11.30%,8.90%,50,442,0.72%,0.38%,-0.95%,-1.08%,92.67,92.5,0.31,AAA,3.48%,137.6,130.6,38,-3.00%,37,招路转债!
3,道恩转债,128117,2020/7/20,道恩股份,2838,化工,橡胶塑料,118.52,0.58%,1.40%,32.44,2.72%,133,31.00%,123.5,29.32,11.42,110.64,7.10%,5月10天,5.92年,3.92年,2.70%,3.00%,3.6,132,0.71%,0.04%,-3.21%,-3.38%,82.84,89.29,0.73,AA-,5.74%,125.62,126.4,37.1,-2.40%,4,道恩转债
74,翔港转债,113566,2020/3/31,翔港科技,603499,造纸包装,包装材料,120.05,-0.56%,-0.63%,12.54,-1.49%,19,7.90%,124.5,10.77,3.33,116.43,3.10%,37天,5.58年,3.58年,8.00%,9.40%,2,25,0.67%,-0.07%,-3.64%,-3.86%,80.3,84.22,0.8,A+,7.44%,123.15,123.7,39.4,-6.50%,25,翔港转债
71,君禾转债,113567,2020/4/3,君禾股份,603617,机械装备,通用设备,115.12,0.62%,-1.25%,11.96,-0.83%,5.7,2.40%,119.3,11.46,2.8,104.36,10.30%,40天,5.59年,3.59年,8.80%,9.20%,2.1,24,0.65%,0.05%,-2.58%,-2.80%,80.06,80.66,0.76,A+,7.44%,125.42,125.9,45.2,-2.50%,31,君禾转债
92,开润转债!,123039,2020/1/23,开润股份,300577,服装纺织,纺织行业,117.588,0.33%,-0.89%,33.07,-0.78%,2.4,0.90%,121.5,33.22,7.92,99.55,18.10%,转股中,5.40年,3.40年,3.10%,3.10%,2.2,72,0.62%,-0.06%,-3.27%,-3.50%,81.24,83.24,0.71,A+,7.44%,135.69,135.6,52.4,8.60%,22,开润转债!
96,永创转债!,113559,2020/1/10,永创智能,603901,机械装备,专用设备,115.2,-0.95%,0.88%,9.76,-0.10%,22,3.80%,118.9,10.32,3.23,94.57,21.80%,转股中,5.39年,3.39年,11.90%,11.20%,5.1,43,0.60%,-0.01%,-2.61%,-2.87%,86.33,88.71,0.6,AA-,5.74%,137,135.8,47.1,14.80%,25,永创转债!
116,白电转债,113549,2019/12/11,白云电器,603861,能源电力,电力设备,111.89,-0.04%,0.68%,8.59,1.06%,2.2,0.20%,115.1,8.88,1.64,96.73,15.70%,转股中,5.29年,3.29年,22.70%,21.90%,8.8,39,0.55%,0.03%,-2.22%,-2.42%,88.41,90.51,0.6,AA,4.74%,127.59,127,36.5,1.00%,34,白电转债
66,百达转债,113570,2020/4/8,百达精工,603331,机械装备,机械装备,112.04,0.58%,-0.52%,11.75,0.09%,4.9,1.60%,115.3,11.54,1.95,101.82,10.00%,47天,5.61年,3.61年,13.30%,13.60%,2.8,21,0.52%,0.03%,-2.02%,-2.21%,79.39,77.74,0.77,A+,7.44%,122.04,122.3,42.9,-19.70%,29,百达转债
88,正裕转债!,113561,2020/2/10,正裕工业,603089,汽车,零部件制,115.45,-0.21%,-0.62%,11.04,-1.08%,3.8,1.10%,118.5,10.23,2.07,107.92,7.00%,转股中,5.42年,3.42年,12.60%,13.60%,2.9,23,0.49%,-0.11%,-2.73%,-2.97%,81.23,81.14,0.77,A+,7.44%,122.45,123,41.7,0.80%,32,正裕转债!
124,北方转债,127014,2019/11/21,北方国际,65,建筑,建筑工程,112.813,0.10%,0.47%,7.96,1.14%,0.4,0.10%,115.6,8.75,1.26,90.97,24.00%,转股中,5.23年,3.23年,9.40%,8.60%,5.8,61,0.48%,-0.06%,-2.37%,-2.59%,90.58,93.5,0.5,AA+,4.24%,136.81,134.7,41.2,-1.20%,18,北方转债
198,山鹰转债,110047,2018/12/10,山鹰纸业,600567,造纸包装,包装用纸,115.77,0.10%,-0.25%,3.17,-0.31%,12,0.40%,118.1,3.34,1.06,94.91,22.00%,转股中,4.31年,2.31年,15.80%,15.00%,23,146,0.47%,-0.26%,-4.50%,-4.75%,94.01,100.18,0.46,AA+,3.98%,137.77,136.6,36.5,-1.20%,37,山鹰转债
17,中矿转债,128111,2020/7/7,中矿资源,2738,有色金属,有色行业,121.81,-0.16%,0.28%,16.8,0.18%,7.5,0.80%,124.7,15.53,1.74,108.18,12.60%,4月18天,5.86年,3.86年,17.10%,18.50%,8,47,0.41%,-0.29%,-3.75%,-3.95%,83.77,90.55,0.71,AA-,5.74%,134.41,135.4,44.9,-4.10%,4,中矿转债
6,瑞达转债,128116,2020/7/24,瑞达期货,2961,金融,期货行业,113.006,0.69%,0.03%,30.14,1.11%,31,4.30%,115.3,29.82,7.75,101.07,11.80%,5月6天,5.91年,3.91年,4.80%,4.90%,6.5,134,0.35%,-0.12%,-2.10%,-2.27%,86.01,88.13,0.65,AA,4.74%,124.81,124.9,36.8,-6.00%,2,瑞达转债
110,新北转债!,128083,2019/12/31,新北洋,2376,电子,电子产品,113.713,-0.12%,0.91%,10.42,1.56%,21,2.10%,115.2,11.7,2.03,89.06,27.70%,转股中,5.36年,3.36年,12.60%,11.30%,8.8,69,0.25%,-0.26%,-2.60%,-2.80%,88.21,90.3,0.51,AA,4.74%,141.41,138.4,48.1,-3.60%,18,新北转债!
155,亚泰转债!,128066,2019/5/14,郑中设计,2811,建筑,装饰工程,116.511,0.00%,0.90%,10.78,1.22%,4.5,0.80%,117.5,9.67,1.29,111.48,4.50%,转股中,4.71年,2.71年,16.50%,18.40%,4.8,29,0.18%,-0.47%,-3.97%,-4.21%,89.22,91.91,0.74,AA-,5.48%,121.01,121.5,29.6,2.10%,61,亚泰转债!
160,明泰转债!,113025,2019/5/7,明泰铝业,601677,有色金属,铝金属,114.33,0.29%,0.12%,10.67,0.76%,25,1.20%,115.1,11.2,0.96,95.27,20.00%,转股中,4.69年,2.69年,28.00%,26.70%,18,66,0.15%,-0.43%,-3.48%,-3.70%,91.37,94.09,0.54,AA,4.48%,134.33,133.4,39.3,5.40%,32,明泰转债!
26,今天转债,123051,2020/6/30,今天国际,300532,计算机及,软件开发,122.001,0.84%,-0.28%,10.56,0.67%,11,3.40%,122.8,8.8,3.87,120,1.70%,4月11天,5.84年,3.84年,9.70%,11.60%,2.8,29,0.11%,-0.54%,-3.78%,-3.99%,78.82,81.55,0.83,A+,7.44%,123.7,124,42.5,2.10%,8,今天转债
109,鹰19转债,110063,2020/1/3,山鹰纸业,600567,造纸包装,包装用纸,115.57,0.45%,-0.62%,3.17,-0.31%,6.6,0.30%,116.2,3.3,1.06,96.06,20.30%,转股中,5.37年,3.37年,12.80%,12.30%,19,146,0.10%,-0.43%,-3.09%,-3.27%,89.53,93.37,0.55,AA+,4.24%,135.87,135.1,41.7,-1.20%,43,鹰19转债
247,众兴转债!,128026,2018/1/3,众兴菌业,2772,农业,种植业,110.01,-0.05%,-0.82%,10.23,-1.92%,8.1,0.80%,110.3,11.45,1.58,89.34,23.10%,转股中,3.37年,1.37年,24.40%,21.80%,9.2,38,0.08%,-0.49%,-4.36%,-4.69%,94.79,92.53,0.46,AA-,5.48%,133.11,130.7,35.9,3.10%,60,众兴转债!
142,好客转债,113542,2019/8/23,好莱客,603898,其他,家居用品,114.96,-0.05%,-0.61%,16.1,-1.11%,0.9,0.10%,115.3,16.27,2.1,98.96,16.20%,转股中,5年0.1天,3年0.1天,12.60%,12.50%,6.3,50,0.06%,-0.49%,-3.21%,-3.43%,89.81,91.94,0.6,AA,4.74%,131.16,131,39,3.10%,22,好客转债
94,东风转债,113030,2020/1/20,东风股份,601515,造纸包装,包装材料,117.63,0.32%,1.32%,7.04,2.47%,6.7,1.90%,117.3,6.75,2.25,104.3,12.80%,转股中,5.40年,3.40年,3.10%,3.30%,3,94,-0.05%,-0.61%,-3.48%,-3.68%,88.17,91.82,0.66,AA,4.74%,130.43,131,39.1,1.00%,16,东风转债
237,道氏转债!!,123007,2018/1/26,道氏技术,300409,建筑,建筑行业,111.714,0.09%,-0.01%,12.63,0.24%,2.3,0.70%,111.3,14.95,2.41,84.48,32.20%,转股中,3.41年,1.41年,5.20%,4.40%,3,58,-0.11%,-0.72%,-5.16%,-5.49%,94.62,93.16,0.37,AA-,5.48%,143.91,138.9,44.3,0.60%,15,道氏转债!!
1,N湖盐转,110071,今日上市,湖南盐业,600929,食品饮料,食品饮料,116.06,16.10%,0.00%,7.04,1.44%,685,82.30%,115.2,6.6,2.57,106.67,8.80%,5月20天,5.94年,3.94年,11.10%,11.90%,7.2,65,-0.13%,-0.58%,-2.73%,-2.89%,85.88,87.92,0.71,AA,4.74%,124.86,125.5,37.5,2.40%,2,N湖盐转
35,交科转债,128107,2020/5/22,浙江交科,2061,建筑,建筑工程,116.45,1.11%,0.68%,5.63,2.74%,69,2.40%,115.3,5.36,1,105.04,10.90%,2月28天,5.72年,3.72年,32.30%,33.90%,25,77,-0.18%,-0.65%,-2.94%,-3.12%,88.45,91.32,0.65,AA+,4.24%,127.35,127.9,36.5,0.60%,13,交科转债
221,湖广转债!,127007,2018/8/1,湖北广电,665,传媒娱乐,影视娱乐,113.134,0.30%,-0.01%,5.39,0.56%,4.9,0.40%,112.3,5.58,0.81,96.59,17.10%,转股中,3.91年,1.91年,23.00%,22.20%,12,53,-0.19%,-0.76%,-4.54%,-4.79%,94.86,96.68,0.52,AA+,3.98%,130.23,129.7,33,-3.20%,17,湖广转债!
209,蓝盾转债!!,123015,2018/9/13,蓝盾股份,300297,计算机及,软件开发,113.738,0.16%,0.04%,4.04,1.51%,40,35.20%,112.9,5.79,1.33,69.78,63.00%,转股中,4年12天,2年12天,2.00%,1.40%,1,50,-0.19%,-0.77%,-4.29%,-4.57%,94.01,94.99,0.13,AA,4.48%,176.74,157.7,62.7,-5.00%,18,蓝盾转债!!
180,博彦转债,128057,2019/4/2,博彦科技,2649,计算机及,软件开发,118.367,1.52%,-0.38%,9.3,1.64%,11,1.80%,117.1,8.72,1.83,106.65,11.00%,转股中,4.59年,2.59年,10.90%,11.70%,5.4,49,-0.24%,-0.89%,-4.76%,-5.00%,89.57,92.14,0.69,AA-,5.48%,129.37,130.1,37.9,-2.50%,31,博彦转债
178,中鼎转2!,127011,2019/4/4,中鼎股份,887,汽车,零部件制,116.66,4.07%,-3.75%,9.38,0.97%,145,10.50%,115.2,11.59,1.31,80.93,44.10%,转股中,4.60年,2.60年,10.50%,8.50%,12,115,-0.28%,-0.87%,-4.26%,-4.49%,93.04,96.63,0.33,AA+,3.98%,160.76,152.4,55.8,3.20%,29,中鼎转2!
156,永鼎转债!,110058,2019/5/8,永鼎股份,600105,通信互联,通信设备,116.47,-0.40%,0.15%,5.8,-0.34%,42,3.70%,114.9,5.04,2.97,115.08,1.20%,转股中,4.71年,2.71年,13.60%,15.70%,9.8,72,-0.29%,-0.86%,-4.09%,-4.31%,91.27,93.86,0.73,AA,4.48%,117.67,117.9,24,13.20%,54,永鼎转债!
241,蒙电转债!,110041,2018/1/9,内蒙华电,600863,能源电力,电力供应,111.51,0.27%,-0.27%,2.53,0.00%,7.6,0.40%,110.3,2.69,1.25,94.05,18.60%,转股中,3.39年,1.39年,12.70%,12.00%,19,147,-0.33%,-0.89%,-5.13%,-5.45%,97.51,98.46,0.47,AAA,3.48%,130.11,129,30.5,-4.40%,9,蒙电转债!
270,广汽转债!!,113009,2016/2/4,广汽集团,601238,汽车,乘用车,108.06,0.79%,-0.83%,10.8,-0.74%,51,1.90%,107.5,14.26,1.39,75.74,42.70%,转股中,1.48年,回售中,2.30%,1.70%,25,1106,-0.35%,-1.30%,回售中,回售中,100.25,102.5,0.05,AAA,3.31%,150.76,140.4,37.9,11.90%,14,广汽转债!!
229,敖东转债!,127006,2018/5/11,吉林敖东,623,金融,证券行业,109.5,1.39%,-1.20%,17.37,0.52%,13,0.50%,108,20.42,0.92,85.06,28.70%,转股中,3.61年,1.61年,11.90%,10.10%,24,202,-0.39%,-0.80%,-4.10%,-4.27%,94.87,93.96,0.37,AA+,3.98%,138.2,133.9,39.1,-1.70%,27,敖东转债!
58,联创转债!,128101,2020/4/13,联创电子,2036,电子,液晶显示,117.64,0.34%,0.58%,11.73,2.18%,2.2,0.60%,115.1,14.48,3.61,81.01,45.20%,51天,5.62年,3.62年,2.80%,2.20%,3,109,-0.39%,-0.87%,-3.32%,-3.50%,87.06,89.14,0.42,AA,4.74%,162.84,154.3,65.1,-7.70%,15,联创转债!
45,滨化转债,113034,2020/4/30,滨化股份,601678,化工,化工,117.7,0.14%,-0.14%,5.02,0.00%,17,0.60%,115.1,4.68,1.24,107.26,9.70%,2月16天,5.69年,3.69年,31.00%,33.20%,24,78,-0.40%,-0.87%,-3.28%,-3.45%,86.78,88.85,0.7,AA,4.74%,127.4,128.1,39.3,6.00%,29,滨化转债
40,维尔转债,123049,2020/5/12,维尔利,300190,城市公用,三废处理,127.6,0.47%,-0.98%,8.52,-0.70%,18,1.50%,124.8,7.48,1.69,113.9,12.00%,2月19天,5.70年,3.70年,13.70%,15.60%,9.2,67,-0.40%,-1.11%,-5.04%,-5.25%,84.62,91.47,0.73,AA-,5.74%,139.6,141.3,49.8,-2.60%,10,维尔转债
179,拓邦转债,128058,2019/4/8,拓邦股份,2139,电子,电子产品,124.913,0.93%,-0.19%,5.95,1.19%,10,1.40%,122.6,5.47,2.46,108.78,14.80%,转股中,4.60年,2.60年,9.30%,10.20%,5.7,61,-0.42%,-1.24%,-6.31%,-6.60%,92.73,100.72,0.62,AA,4.48%,139.71,141.1,40.3,-1.20%,22,拓邦转债
236,江银转债!,128034,2018/2/14,江阴银行,2807,金融,银行行业,110.977,0.34%,-0.10%,4.27,0.47%,20,1.00%,109.1,4.5,0.8,94.89,17.00%,转股中,3.49年,无权,19.00%,18.00%,18,93,-0.50%,-0.98%,无权,无权,无权,95.42,0.51,AA+,3.98%,127.98,127.1,31.6,-4.30%,31,江银转债!
75,天目转债,113564,2020/3/16,天目湖,603136,旅游餐饮,旅游,131.65,1.11%,-0.92%,28.22,0.25%,33,8.50%,126.7,23.8,3.73,118.57,11.00%,37天,5.58年,3.58年,9.20%,10.90%,3,33,-0.70%,-1.47%,-6.02%,-6.23%,85.11,93.46,0.76,AA-,5.74%,142.65,144.7,51.3,0.20%,13,天目转债
220,博世转债!,123010,2018/8/14,博世科,300422,城市公用,三废处理,115.547,-0.74%,0.44%,12.36,-0.48%,4.4,0.90%,112.3,12.28,2.55,100.65,14.80%,转股中,3.93年,1.93年,9.80%,9.80%,4.3,44,-0.74%,-1.30%,-5.47%,-5.71%,92.01,91.42,0.63,AA-,5.48%,130.35,130.4,38.4,4.10%,24,博世转债!
91,汽模转2,128090,2020/1/23,天汽模,2510,汽车,零部件制,119.89,-0.44%,-1.05%,4.68,-2.09%,19,3.30%,115.2,4.21,1.62,111.16,7.80%,转股中,5.41年,3.41年,11.00%,12.30%,4.7,43,-0.75%,-1.24%,-4.02%,-4.20%,88.04,90.13,0.71,AA,4.74%,127.69,128.6,38.5,-1.20%,28,汽模转2
143,荣晟转债!,113541,2019/8/13,荣晟环保,603165,造纸包装,包装用纸,119.72,1.72%,0.48%,13.22,2.88%,6.6,1.70%,115,11.54,1.61,114.56,4.50%,转股中,4.98年,2.98年,10.10%,11.50%,3.3,33,-0.82%,-1.35%,-4.57%,-4.77%,87.66,88.64,0.76,AA-,5.48%,124.22,124.9,36.2,4.00%,52,荣晟转债!
108,金牌转债,113553,2020/1/7,金牌厨柜,603180,其他,家居用品,130.16,-0.18%,0.74%,52.98,0.72%,11,2.10%,124.6,44.14,3.08,120.03,8.40%,转股中,5.37年,3.37年,7.80%,9.40%,3.9,50,-0.83%,-1.58%,-6.19%,-6.39%,85.67,92.95,0.78,AA-,5.74%,138.56,140.3,47.3,2.30%,16,金牌转债
140,合兴转债!,128071,2019/9/16,合兴包装,2228,造纸包装,包装材料,120.2,2.30%,-0.15%,4.77,3.02%,11,1.50%,115.1,4.28,1.87,111.45,7.90%,转股中,5年15天,3年15天,10.70%,11.90%,6,56,-0.87%,-1.40%,-4.57%,-4.77%,89.44,91.57,0.71,AA,4.74%,128.1,129,37.4,4.50%,29,合兴转债!
95,淮矿转债!,110065,2020/1/13,淮北矿业,600985,煤炭,煤炭开采,116.49,-0.08%,0.21%,9.31,0.22%,7.4,0.20%,111,9.33,1.02,99.79,16.70%,转股中,5.39年,3.39年,13.60%,13.60%,28,202,-0.91%,-1.28%,-3.29%,-3.47%,90.92,91.39,0.62,AAA,3.74%,133.19,133.2,41.8,-2.30%,24,淮矿转债!
266,洪涛转债!,128013,2016/8/23,洪涛股份,2325,建筑,装饰工程,111.878,0.07%,0.31%,3.26,0.62%,37,2.80%,109.8,3.1,1.34,105.16,6.40%,转股中,1.99年,回售中,29.50%,31.00%,12,41,-0.94%,-1.84%,回售中,回售中,100.3,99.13,0.62,AA-,5.31%,118.28,118.6,18.3,-1.20%,90,洪涛转债!
158,创维转债!,127013,2019/5/16,创维数字,810,电子,电子产品,123.212,-0.07%,-0.73%,12.71,-1.17%,14,1.10%,117.9,11.39,3.59,111.59,10.40%,转股中,4.70年,2.70年,7.20%,8.10%,9.8,135,-0.95%,-1.60%,-5.97%,-6.18%,91.28,96.31,0.69,AA,4.48%,133.61,134.8,38.5,0.30%,24,创维转债!
173,亨通转债!,110056,2019/4/16,亨通光电,600487,通信互联,通信设备,120.31,0.16%,0.07%,16.53,0.36%,20,1.00%,114.8,15.58,2.35,106.1,13.40%,转股中,4.63年,2.63年,5.30%,5.60%,17,323,-1.03%,-1.59%,-5.35%,-5.56%,92.71,96.15,0.64,AA+,3.98%,133.71,134.5,38.4,-5.40%,31,亨通转债!
64,华安转债!,110067,2020/4/9,华安证券,600909,金融,证券行业,117,1.37%,0.00%,8.09,2.53%,50,1.50%,110.5,8.67,2.15,93.31,25.40%,48天,5.61年,无权,9.60%,8.90%,28,293,-1.03%,-1.36%,无权,无权,无权,90.15,0.54,AAA,3.74%,142.4,140.7,50.5,-3.30%,25,华安转债!
235,无锡转债!,110043,2018/3/14,无锡银行,600908,金融,银行行业,113.24,0.69%,-0.50%,5.66,0.35%,69,2.00%,109.1,5.79,0.91,97.75,15.80%,转股中,3.50年,无权,28.70%,28.00%,30,105,-1.07%,-1.55%,无权,无权,无权,95.38,0.54,AA+,3.98%,129.04,128.7,33.3,-5.00%,35,无锡转债!
196,福能转债!,110048,2018/12/28,福能股份,600483,能源电力,电力供应,119.28,3.45%,2.02%,8.84,8.20%,221,6.60%,113.9,8.12,1.12,108.87,9.60%,转股中,4.35年,2.35年,18.20%,19.80%,28,156,-1.08%,-1.64%,-5.57%,-5.81%,93.82,96.45,0.67,AA+,3.98%,128.88,129.7,33.2,10.90%,9,福能转债!
194,光华转债!,128051,2019/1/9,光华科技,2741,电子,元器件制,121,3.42%,-1.59%,13.55,2.65%,31,10.40%,115.5,12.72,4.32,106.53,13.60%,转股中,4.37年,2.37年,4.90%,5.30%,2.5,51,-1.08%,-1.70%,-5.92%,-6.18%,90.83,91.98,0.69,AA-,5.48%,134.6,135.5,43.5,6.00%,24,光华转债!
63,红相转债,123044,2020/4/13,红相股份,300427,能源电力,电力设备,133.3,1.94%,-1.54%,24.05,0.50%,133,17.20%,125.5,18.8,3.72,127.93,4.20%,48天,5.61年,3.61年,6.80%,8.70%,5.9,86,-1.09%,-1.83%,-6.19%,-6.42%,85.28,92.47,0.81,AA-,5.74%,137.5,138.7,46.2,17.00%,17,红相转债
77,奥佳转债!,128097,2020/3/18,奥佳华,2614,机械装备,专用设备,122.818,0.34%,0.97%,12.47,1.71%,22,1.50%,115.3,10.69,2.09,116.65,5.30%,32天,5.57年,3.57年,17.10%,20.00%,12,70,-1.15%,-1.63%,-4.44%,-4.63%,87.47,89.54,0.77,AA,4.74%,128.12,129,39.4,3.50%,28,奥佳转债!
73,桐20转债!,113032,2020/3/20,桐昆股份,601233,服装纺织,纺织行业,120.6,0.44%,-0.17%,14.44,0.42%,9.2,0.30%,113.1,14.35,1.42,100.63,19.80%,37天,5.58年,3.58年,8.60%,8.70%,23,267,-1.16%,-1.58%,-4.00%,-4.17%,88.78,90.08,0.64,AA+,4.24%,140.4,140.6,50.5,-1.40%,22,桐20转债!
161,鼎胜转债!,113534,2019/4/30,鼎胜新材,603876,有色金属,小金属,121.58,0.80%,-0.80%,16.39,0.00%,10,0.70%,114.9,15.18,1.93,107.97,12.60%,转股中,4.69年,2.69年,16.90%,18.20%,12,71,-1.22%,-1.78%,-5.56%,-5.77%,91.35,93.94,0.68,AA,4.48%,134.18,135.2,41.3,3.00%,34,鼎胜转债!
118,川投转债,110061,2019/12/2,川投能源,600674,能源电力,水电,118.41,0.36%,-0.61%,9.55,-0.42%,7.5,0.20%,111,9.58,1.56,99.69,18.80%,转股中,5.28年,3.28年,9.50%,9.50%,40,420,-1.24%,-1.61%,-3.86%,-4.05%,91.3,91.77,0.62,AAA,3.74%,137.21,137.1,45.4,-0.70%,17,川投转债
79,奥瑞转债!,128096,2020/3/16,奥瑞金,2701,造纸包装,包装材料,124.346,1.28%,-0.15%,5.29,1.54%,13,1.00%,116,4.64,2.15,114.01,9.10%,16天,5.53年,3.53年,8.70%,10.00%,11,124,-1.27%,-1.78%,-4.69%,-4.89%,89.66,92.68,0.74,AA+,4.24%,133.45,134.7,42,3.00%,24,奥瑞转债!
248,特一转债!,128025,2017/12/28,特一药业,2728,医药,化学制药,114.606,1.42%,0.84%,15.98,3.16%,44,12.90%,109.8,14.7,2.81,108.71,5.40%,转股中,3.35年,1.35年,9.20%,10.00%,3,33,-1.30%,-1.83%,-7.13%,-7.43%,94.66,92.17,0.72,AA-,5.48%,120.01,120.5,25.8,7.10%,42,特一转债!
115,常汽转债,113550,2019/12/12,常熟汽饰,603035,汽车,零部件制,130.49,0.05%,-0.05%,12.06,0.00%,4.2,0.30%,121.8,9.65,1.26,124.97,4.40%,转股中,5.30年,3.30年,26.90%,33.60%,9.3,34,-1.32%,-2.01%,-6.23%,-6.46%,86.55,91.3,0.81,AA-,5.74%,134.89,136,44.7,-5.10%,17,常汽转债
137,九洲转债,123030,2019/9/12,九洲集团,300040,能源电力,电力设备,129,-0.56%,-0.66%,7.21,-1.50%,23,6.10%,120.5,5.65,1.26,127.61,1.10%,转股中,5年19天,3年19天,11.60%,14.80%,2.9,25,-1.37%,-2.05%,-6.55%,-6.76%,87.12,91.48,0.81,AA-,5.74%,130.1,130.4,38.9,3.90%,32,九洲转债
203,张行转债,128048,2018/11/29,张家港行,2839,金融,银行行业,120.801,0.58%,-0.07%,6.16,0.82%,16,0.50%,113.9,5.76,1.05,106.94,13.00%,转股中,4.28年,无权,22.40%,24.00%,25,111,-1.39%,-1.96%,无权,无权,无权,96.71,0.63,AA+,3.98%,133.8,134.7,37.9,-7.10%,17,张行转债
43,应急转债,123048,2020/5/11,中船应急,300527,机械装备,专用设备,122.53,0.43%,-0.80%,9.61,-0.52%,8.8,0.90%,113.1,8.9,4.16,107.98,13.50%,2月16天,5.69年,3.69年,9.30%,10.10%,8.2,88,-1.42%,-1.83%,-4.29%,-4.46%,88.38,89.68,0.7,AA+,4.24%,136.03,137.1,47.4,-5.70%,12,应急转债
223,华通转债!,128040,2018/7/13,华通医药,2758,医药,医药商业,118.8,-0.29%,-0.32%,11.79,-0.92%,4.7,1.80%,112.3,11.29,3.92,104.43,13.80%,转股中,3.87年,1.87年,9.00%,9.40%,2.2,25,-1.47%,-2.03%,-6.90%,-7.15%,92.29,91.7,0.66,AA-,5.48%,132.6,133.2,40.9,0.40%,32,华通转债!
14,比音转债,128113,2020/7/15,比音勒芬,2832,服装纺织,服装行业,127.773,-0.02%,0.28%,15.69,0.38%,12,1.40%,117.3,14.9,2.35,105.3,21.30%,4月22天,5.87年,3.87年,8.40%,8.80%,6.9,82,-1.47%,-1.97%,-5.06%,-5.22%,86.24,89.82,0.69,AA,4.74%,149.07,150.2,60.4,-10.50%,3,比音转债
192,台华转债!,113525,2019/1/11,台华新材,603055,服装纺织,纺织行业,122.8,0.09%,1.77%,9.49,2.48%,55,9.60%,114.9,8.03,2.79,118.18,3.90%,转股中,4.38年,2.38年,6.50%,7.70%,4.7,73,-1.54%,-2.13%,-6.60%,-6.83%,92.6,95.22,0.75,AA,4.48%,126.7,127.4,32.2,3.30%,24,台华转债!
167,现代转债,110057,2019/4/30,现代制药,600420,医药,化学制药,119.33,0.81%,0.36%,10.99,1.67%,29,1.50%,110.8,9.89,1.51,111.12,7.40%,转股中,4.67年,2.67年,14.30%,15.90%,16,113,-1.61%,-2.02%,-5.01%,-5.21%,93.84,94.74,0.7,AAA,3.48%,126.73,127.5,32.8,7.40%,22,现代转债
