序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
205,光华转债!,128051,2019/1/9,光华科技,002741,电子,元器件制,122.8,1.24%,3.05%,15.25,5.39%,52,17.00%,115.5,12.72,4.86,119.89,2.40%,转股中,4.35年,2.35年,4.40%,5.30%,2.5,57,-1.43%,-2.05%,-6.52%,-6.79%,90.62,91.54,0.8,AA-,5.63%,125.20 ,125.7,34.2,14.70%,24,光华转债!
137,英联转债,128079,2019/11/21,英联股份,002846,造纸包装,包装材料,127,-2.22%,-0.03%,16.87,-2.60%,47,23.60%,117.9,13.41,4.84,125.8,1.00%,转股中,5.20年,3.20年,4.60%,5.80%,1.6,34,-1.45%,-2.04%,-5.80%,-6.01%,81.72,81.49,0.86,A+,7.54%,128.00 ,128.2,46.5,-7.20%,19,英联转债
101,联得转债,123038,2020/1/22,联得装备,300545,机械装备,专用设备,128.6,-0.76%,-2.28%,30.9,-3.53%,4.2,1.60%,119.1,25.29,6.45,122.18,5.30%,转股中,5.38年,3.38年,4.50%,5.50%,2,45,-1.45%,-2.05%,-5.79%,-6.00%,80.93,81.32,0.86,A+,7.54%,133.90 ,135,53.7,-4.00%,15,联得转债
207,福能转债!,110048,2018/12/28,福能股份,600483,能源电力,电力供应,121.33,-1.49%,-1.34%,9.12,-4.00%,16,0.50%,113.9,8.12,1.15,112.32,8.00%,转股中,4.33年,2.33年,17.60%,19.80%,28,161,-1.48%,-2.04%,-6.27%,-6.51%,93.57,95.95,0.71,AA+,4.13%,129.33 ,130.3,34.4,9.10%,8,福能转债!
79,桐20转债!,113032,2020/3/20,桐昆股份,601233,服装纺织,纺织行业,123,-1.68%,1.04%,15.26,-0.91%,15,0.50%,113.1,14.35,1.5,106.34,15.70%,29天,5.56年,3.56年,8.20%,8.70%,23,282,-1.52%,-1.94%,-4.53%,-4.71%,88.54,89.69,0.7,AA+,4.34%,138.70 ,139.7,50,3.30%,22,桐20转债!
171,鼎胜转债!,113534,2019/4/30,鼎胜新材,603876,有色金属,小金属,123.36,-0.69%,-1.10%,17.16,-2.44%,8.9,0.60%,114.9,15.18,2.02,113.04,9.10%,转股中,4.67年,2.67年,16.10%,18.20%,12,74,-1.54%,-2.09%,-6.09%,-6.30%,91.07,93.41,0.73,AA,4.63%,132.46 ,133.7,40.3,5.80%,33,鼎胜转债!
51,滨化转债,113034,2020/4/30,滨化股份,601678,化工,化工,126.07,3.34%,-1.75%,5.53,2.03%,118,4.00%,115.1,4.68,1.36,118.16,6.70%,2月8天,5.67年,3.67年,28.10%,33.20%,24,85,-1.62%,-2.08%,-5.03%,-5.19%,86.56,88.47,0.78,AA,4.84%,132.77 ,134,45.5,12.60%,28,滨化转债
118,金牌转债,113553,2020/1/7,金牌厨柜,603180,其他,家居用品,135.82,1.69%,-1.27%,56.68,0.51%,14,2.60%,124.6,44.14,3.29,128.41,5.80%,转股中,5.35年,3.35年,7.30%,9.40%,3.9,54,-1.63%,-2.38%,-7.37%,-7.56%,85.49,92.61,0.83,AA-,5.84%,141.62 ,143.2,50.6,7.10%,16,金牌转债
246,大族转债!,128035,2018/3/5,大族激光,002008,机械装备,专用设备,114.6,-1.12%,0.41%,40.87,-3.27%,30,1.10%,108,52.1,5.21,78.45,46.10%,转股中,3.50年,1.50年,5.30%,4.10%,23,436,-1.70%,-2.12%,-5.48%,-5.95%,97.64,93.93,0.22,AA+,4.13%,160.70 ,150.8,53.1,1.50%,19,大族转债!
86,柳药转债,113563,2020/2/24,柳药股份,603368,医药,医药商业,124.04,-0.77%,-0.69%,25.81,-2.05%,17,1.70%,113.2,24.47,1.47,105.48,17.60%,转股中,5.44年,3.44年,8.60%,9.00%,8,94,-1.70%,-2.12%,-4.89%,-5.07%,87.61,87.99,0.71,AA,4.84%,141.64 ,142.6,54.6,1.10%,16,柳药转债
197,中天转债!,110051,2019/3/22,中天科技,600522,通信互联,通信设备,123.16,-1.70%,0.47%,11.27,-1.74%,93,1.90%,113.9,10.09,1.67,111.69,10.30%,转股中,4.56年,2.56年,11.50%,12.80%,40,346,-1.73%,-2.27%,-6.28%,-6.49%,92.71,95.07,0.71,AA+,4.13%,133.46 ,134.6,39.6,-6.20%,30,中天转债!
177,现代转债,110057,2019/4/30,现代制药,600420,医药,化学制药,120.37,1.33%,1.23%,11.36,3.46%,39,2.00%,110.8,9.89,1.56,114.86,4.80%,转股中,4.64年,2.64年,13.90%,15.90%,16,117,-1.80%,-2.22%,-5.34%,-5.55%,93.53,94.19,0.74,AAA,3.63%,125.17 ,125.9,31.7,7.60%,23,现代转债
162,三星转债,113536,2019/6/24,三星新材,603578,家电,零部件制,125.09,-1.80%,-0.63%,24.23,-3.08%,13,6.90%,114.8,19.54,3.5,124,0.90%,转股中,4.81年,2.81年,6.70%,8.30%,1.5,22,-1.80%,-2.33%,-6.28%,-6.47%,90.39,92.71,0.79,AA,4.63%,125.99 ,126.2,33.5,0.10%,40,三星转债
214,张行转债,128048,2018/11/29,张家港行,002839,金融,银行行业,122.99,0.81%,-2.41%,6.13,-2.54%,38,1.20%,113.9,5.76,1.04,106.42,15.60%,转股中,4.26年,无权,22.50%,24.00%,25,111,-1.82%,-2.39%,无权,无权,无权,96.22,0.63,AA+,4.13%,138.59 ,139.6,43.3,-5.30%,16,张行转债
140,金能转债,113545,2019/11/7,金能科技,603113,煤炭,炼焦,126.62,-1.82%,-0.13%,13.86,-2.46%,14,0.70%,115.3,11.4,1.63,121.58,4.10%,转股中,5.18年,3.18年,16.00%,19.50%,15,94,-1.83%,-2.34%,-5.82%,-6.02%,88.78,90.73,0.79,AA,4.84%,130.72 ,131.7,40.9,-3.60%,23,金能转债
49,应急转债,123048,2020/5/11,中船应急,300527,机械装备,专用设备,125.5,-0.40%,1.14%,10.27,0.98%,73,7.10%,113.1,8.9,4.44,115.39,8.80%,2月8天,5.67年,3.67年,8.70%,10.10%,8.2,94,-1.85%,-2.25%,-4.91%,-5.08%,88.14,89.28,0.75,AA+,4.34%,134.30 ,135.6,46.3,0.70%,11,应急转债
283,国贸转债!,110033,2016/1/19,厦门国贸,600755,交通运输,交通运输,112.68,-0.67%,0.07%,6.89,-1.85%,4.9,0.40%,109.7,7.19,0.92,95.83,17.60%,转股中,1.41年,回售中,9.50%,9.10%,12,127,-1.91%,-3.15%,回售中,回售中,100.28,104.58,0.32,AAA,3.49%,130.28 ,129.5,24.9,-3.30%,17,国贸转债!
85,奥瑞转债!,128096,2020/3/16,奥瑞金,002701,造纸包装,包装材料,129,0.00%,1.56%,5.87,1.91%,8.2,0.60%,116,4.64,2.39,126.51,2.00%,8天,5.51年,3.51年,7.90%,10.00%,11,138,-1.95%,-2.45%,-5.67%,-5.88%,89.43,92.29,0.82,AA+,4.34%,131.00 ,131.5,39.2,10.30%,24,奥瑞转债!
221,蓝盾转债!!,123015,2018/9/13,蓝盾股份,300297,计算机及,软件开发,122,7.13%,-8.05%,4.19,-4.77%,588,498%,112.9,5.79,1.38,72.37,68.60%,转股中,4年4.0天,2年4.0天,1.90%,1.40%,1,52,-1.96%,-2.52%,-7.40%,-7.66%,93.81,94.55,0.19,AA,4.63%,190.60 ,171.6,77.1,0.00%,18,蓝盾转债!!
82,宏辉转债,113565,2020/3/16,宏辉果蔬,603336,农业,农产品加,131.74,-2.31%,-0.36%,13.55,-3.01%,97,21.80%,118.2,10,3.43,135.5,-2.80%,25天,5.55年,3.55年,7.50%,10.20%,3.3,44,-1.97%,-2.53%,-6.20%,-6.39%,84.53,86.86,0.89,AA-,5.84%,128.94 ,128,41.1,-1.60%,17,宏辉转债
236,三力转债!,128039,2018/6/29,三 力 士,002224,机械装备,专用设备,118.38,-0.95%,-0.89%,6.51,-2.40%,5.8,2.40%,109.8,5.81,2.11,112.05,5.70%,转股中,3.83年,1.83年,4.30%,4.80%,2,47,-1.98%,-2.44%,-6.98%,-7.20%,92,89.34,0.77,AA-,5.63%,124.08 ,124.7,32.7,-2.80%,19,三力转债!
28,宝通转债,123053,2020/7/1,宝通科技,300031,通信互联,互联网,136.1,-1.92%,-1.71%,23.42,-4.84%,46,6.70%,121.3,20.8,3.35,112.6,20.90%,4月4天,5.82年,3.82年,5.40%,6.10%,5,93,-2.00%,-2.60%,-6.54%,-6.71%,83.32,87.79,0.75,AA-,5.84%,157.00 ,159.6,71.8,-11.70%,3,宝通转债
227,万顺转债,123012,2018/8/29,万顺新材,300057,造纸包装,包装材料,119.5,1.62%,-3.69%,5.28,-3.30%,98,64.00%,110.3,5.31,1.05,99.44,20.20%,转股中,3.95年,1.95年,3.60%,3.60%,1.3,36,-2.04%,-2.51%,-6.92%,-7.15%,91.64,89.22,0.63,AA-,5.63%,139.70 ,139.6,47.9,-1.30%,16,万顺转债
45,聚飞转债,123050,2020/5/15,聚飞光电,300303,电子,LED制,139.48,-2.67%,-0.42%,6.64,-3.77%,17,1.70%,124.2,5.18,3.75,128.19,8.80%,2月12天,5.68年,3.68年,8.30%,10.60%,7.1,85,-2.06%,-2.75%,-7.39%,-7.57%,83.9,90.57,0.82,AA-,5.84%,148.28 ,150.8,60.2,0.20%,9,聚飞转债
42,全筑转债,113578,2020/5/19,全筑股份,603030,建筑,装饰工程,133.1,-2.68%,-0.27%,6.94,-3.61%,42,8.20%,118.3,5.43,1.73,127.81,4.10%,2月18天,5.70年,3.70年,10.30%,13.10%,3.8,37,-2.08%,-2.62%,-6.29%,-6.45%,86.63,90.84,0.82,AA,4.84%,137.20 ,138.4,47.6,-14.40%,7,全筑转债
25,永兴转债,128110,2020/7/8,永兴材料,002756,钢铁,炼钢,128.57,-1.11%,-1.02%,19.49,-2.74%,8.9,1.00%,113.2,17.16,2.02,113.58,13.20%,4月8天,5.83年,3.83年,10.00%,11.30%,7,70,-2.20%,-2.59%,-5.27%,-5.43%,85.98,86.36,0.77,AA,4.84%,141.77 ,143.6,57.2,1.30%,4,永兴转债
116,木森转债!,128084,2020/1/10,木林森,002745,电子,LED制,132,-0.56%,0.91%,17,0.41%,233,7.90%,117.3,12.8,2.09,132.81,-0.60%,转股中,5.35年,3.35年,10.10%,13.50%,22,221,-2.22%,-2.77%,-6.67%,-6.85%,88.06,91.55,0.85,AA,4.84%,131.40 ,131.2,39.6,1.00%,22,木森转债!
31,楚江转债,128109,2020/6/23,楚江新材,002171,有色金属,铜金属,131.2,-0.76%,2.23%,10.31,1.88%,78,3.20%,115.3,8.73,2.58,118.1,11.10%,4月3天,5.82年,3.82年,13.30%,15.70%,18,138,-2.23%,-2.68%,-5.75%,-5.92%,86.13,88.03,0.78,AA,4.84%,142.30 ,144.3,56.3,5.60%,4,楚江转债
271,林洋转债!,113014,2017/11/13,林洋能源,601222,能源电力,电力设备,118.5,-0.83%,-1.16%,7.9,-4.24%,27,0.70%,110.3,8.54,1.43,92.51,28.10%,转股中,3.22年,1.22年,21.70%,20.10%,30,138,-2.25%,-2.82%,-9.85%,-10.20%,96.62,95.68,0.47,AA,4.63%,146.60 ,144.5,47.9,7.90%,24,林洋转债!
26,寿仙转债,113585,2020/7/7,寿仙谷,603896,医药,中药,135.26,-0.75%,0.06%,40.69,-0.76%,35,7.10%,117.8,28.68,4.82,141.88,-4.70%,4月8天,5.83年,3.83年,6.20%,8.70%,3.6,58,-2.39%,-2.90%,-6.39%,-6.57%,83.2,85.2,0.91,AA-,5.84%,130.56 ,128.6,43.4,8.40%,7,寿仙转债
83,奥佳转债!,128097,2020/3/18,奥佳华,002614,机械装备,专用设备,132.001,-0.38%,-1.09%,14.32,-1.72%,90,5.70%,115.3,10.69,2.4,133.96,-1.50%,24天,5.55年,3.55年,14.90%,20.00%,12,80,-2.45%,-2.92%,-6.32%,-6.50%,87.25,89.17,0.86,AA,4.84%,130.50 ,130,40.9,15.40%,27,奥佳转债!
123,烽火转债,110062,2019/12/25,烽火通信,600498,通信互联,通信设备,126.8,-0.78%,-0.58%,27.7,-1.95%,16,0.40%,111,25.65,3.08,107.99,17.40%,转股中,5.32年,3.32年,9.50%,10.30%,31,324,-2.52%,-2.88%,-5.71%,-5.89%,90.88,91.2,0.7,AAA,3.84%,144.20 ,145.6,54.4,-6.20%,20,烽火转债
152,好客转债,113542,2019/8/23,好莱客,603898,其他,家居用品,130.51,0.39%,-2.22%,20.37,-2.26%,22,2.70%,114.9,16.27,2.66,125.2,4.20%,转股中,4.98年,2.98年,10.00%,12.50%,6.3,63,-2.57%,-3.08%,-7.19%,-7.38%,89.79,92.1,0.81,AA,4.63%,134.71 ,135.8,43.7,22.70%,21,好客转债
125,常汽转债,113550,2019/12/12,常熟汽饰,603035,汽车,零部件制,139.54,5.74%,3.02%,13.64,10.00%,530,42.00%,121.8,9.65,1.42,141.35,-1.30%,转股中,5.28年,3.28年,23.70%,33.60%,9.3,39,-2.60%,-3.27%,-8.10%,-8.32%,86.37,90.97,0.88,AA-,5.84%,138.24 ,137.7,46.8,8.60%,17,常汽转债
68,三祥转债!,113572,2020/4/9,三祥新材,603663,其他,其他,130.97,-1.92%,-0.74%,19.13,-2.89%,31,11.40%,113.2,14.19,6.55,134.81,-2.90%,40天,5.59年,3.59年,5.60%,7.60%,2.1,36,-2.62%,-3.03%,-6.08%,-6.25%,79.13,76.03,0.92,A+,7.54%,128.07 ,127.1,48,5.60%,15,三祥转债!
40,康隆转债,113580,2020/5/20,康隆达,603665,服装纺织,服装行业,140.71,-1.59%,0.42%,21.33,-1.34%,84,29.70%,121.2,15.51,2.05,137.52,2.30%,2月21天,5.70年,3.70年,6.30%,8.70%,2,32,-2.63%,-3.24%,-7.55%,-7.73%,83.78,88.28,0.87,AA-,5.84%,143.01 ,143.9,55.6,4.20%,8,康隆转债
143,远东转债,128075,2019/10/31,远东传动,002406,汽车,零部件制,131.851,-1.96%,0.23%,7.01,-2.09%,11,0.90%,115.2,5.54,1.44,126.53,4.20%,转股中,5年45天,3年45天,22.30%,28.20%,8.8,39,-2.65%,-3.15%,-7.11%,-7.30%,88.92,90.88,0.82,AA,4.84%,136.05 ,137.2,46.3,-0.40%,17,远东转债
69,红相转债,123044,2020/4/13,红相股份,300427,能源电力,电力设备,145.35,-1.58%,0.22%,27.32,-1.55%,245,28.60%,125.5,18.8,4.23,145.32,0.00%,40天,5.59年,3.59年,6.00%,8.70%,5.9,98,-2.65%,-3.37%,-8.39%,-8.60%,85.08,92.11,0.88,AA-,5.84%,145.35 ,145.4,53.3,22.20%,16,红相转债
185,伊力转债!,110055,2019/4/4,伊力特,600197,食品饮料,白酒,130.28,0.22%,-1.06%,19.44,-1.12%,15,1.30%,115,16.81,3.15,115.65,12.70%,转股中,4.60年,2.60年,10.30%,11.90%,8.7,84,-2.73%,-3.28%,-8.06%,-8.28%,91.45,93.8,0.75,AA,4.63%,142.98 ,144.9,51.1,-6.80%,27,伊力转债!
3,N龙大转,128119,2020/8/7,龙大肉食,002726,食品饮料,肉制品,141.26,41.30%,0.00%,11.79,3.06%,1847,143%,120.2,9.56,4.76,123.33,14.50%,5月11天,5.93年,3.93年,8.10%,10.00%,9.5,118,-2.73%,-3.29%,-7.33%,-7.48%,85.6,91.27,0.8,AA,4.84%,155.76 ,159.2,67.9,7.40%,3,N龙大转
53,东时转债,113575,2020/4/30,东方时尚,603377,其他,其他,132.75,-2.73%,1.07%,20.18,-1.85%,32,5.60%,113.5,14.56,6.9,138.6,-4.20%,2月7天,5.67年,3.67年,3.60%,5.00%,4.3,119,-2.78%,-3.19%,-6.26%,-6.43%,86.78,87.3,0.89,AA,4.84%,128.55 ,126.9,39.6,-2.70%,17,东时转债
159,蓝晓转债!,123027,2019/7/4,蓝晓科技,300487,化工,化工,136.79,-0.15%,0.63%,39.99,0.48%,19,5.80%,119.5,29.33,6.33,136.35,0.30%,转股中,4.84年,2.84年,2.80%,3.80%,2.3,84,-2.81%,-3.48%,-8.68%,-8.92%,84.62,85.57,1,A+,7.33%,137.09 ,137.2,51.7,3.30%,22,蓝晓转债!
117,明阳转债!,113029,2020/1/7,明阳智能,601615,能源电力,风能,131.6,-1.92%,0.68%,16.46,-1.44%,52,2.30%,113.3,12.46,3.31,132.1,-0.40%,转股中,5.35年,3.35年,7.40%,9.70%,17,231,-2.81%,-3.24%,-6.58%,-6.77%,88.06,88.44,0.86,AA,4.84%,131.20 ,131.1,42.7,10.10%,25,明阳转债!
167,雅化转债!,128065,2019/5/10,雅化集团,002497,化工,化工,126.6,-1.09%,-1.00%,9.59,-2.94%,11,1.10%,110.9,8.95,3.44,107.15,18.20%,转股中,4.68年,2.68年,8.70%,9.30%,8,92,-2.84%,-3.24%,-6.91%,-7.12%,90.99,90.1,0.71,AA,4.63%,144.80 ,146,55.1,-3.20%,23,雅化转债!
30,家悦转债,113584,2020/6/24,家家悦,603708,商业零售,超市,136.03,1.46%,-1.98%,43.21,-0.67%,12,1.40%,115.3,37.97,8.5,113.8,19.50%,4月5天,5.82年,3.82年,2.50%,2.80%,6.5,263,-2.85%,-3.29%,-6.61%,-6.77%,86.12,88.02,0.77,AA,4.84%,155.53 ,158.3,70.2,1.50%,2,家悦转债
76,康弘转债,128098,2020/3/31,康弘药业,002773,医药,化学制药,137.31,-1.64%,2.86%,47.93,1.40%,28,1.20%,116.3,35.3,8.73,135.78,1.10%,33天,5.57年,3.57年,3.90%,5.30%,16,420,-2.99%,-3.48%,-7.28%,-7.45%,87.15,89.85,0.87,AA,4.84%,138.41 ,138.8,49,-0.40%,24,康弘转债
34,益丰转债,113583,2020/6/22,益丰药房,603939,医药,医药商业,137.4,-0.61%,0.91%,87.41,0.36%,26,1.20%,115.3,71.82,7.03,121.71,12.90%,4月0天,5.81年,3.81年,3.40%,4.10%,16,464,-3.02%,-3.47%,-6.86%,-7.02%,86.16,88.07,0.82,AA,4.84%,150.30 ,153.1,65,-0.40%,7,益丰转债
97,唐人转债!,128092,2020/1/22,唐人神,002567,农业,畜牧业,136,-2.72%,-0.20%,11.64,-2.92%,78,7.20%,115.3,8.63,2.73,134.88,0.80%,转股中,5.39年,3.39年,8.10%,10.90%,7.8,97,-3.07%,-3.55%,-7.38%,-7.56%,87.9,89.83,1,AA,4.84%,136.80 ,137.1,47.3,-0.90%,31,唐人转债!
144,桃李转债!,113544,2019/10/15,桃李面包,603866,食品饮料,休闲食品,135.12,-1.65%,1.03%,57.21,-0.76%,11,0.80%,115.3,46.54,9.96,122.93,9.90%,转股中,5年42天,3年42天,2.70%,3.30%,10,377,-3.11%,-3.62%,-7.80%,-7.99%,89.06,91.01,0.81,AA,4.84%,145.02 ,147.3,56.3,-0.90%,18,桃李转债!
17,润达转债,113588,2020/7/13,润达医疗,603108,医药,医疗器械,137.75,-2.15%,-2.05%,16.24,-5.20%,40,5.20%,114.2,13.36,3.37,121.56,13.30%,4月16天,5.85年,3.85年,5.80%,7.10%,5.5,94,-3.20%,-3.61%,-6.87%,-7.02%,85.89,87.03,0.81,AA,4.84%,151.05 ,153.9,66.9,11.10%,5,润达转债
96,新天转债,128091,2020/1/17,新天药业,002873,医药,中药,142.713,2.81%,-3.94%,20.69,-1.29%,409,165%,120,16.49,3.43,125.47,13.70%,转股中,5.39年,3.39年,7.30%,9.10%,1.8,24,-3.24%,-3.84%,-8.35%,-8.58%,81.47,81.98,0.88,A+,7.54%,156.41 ,160,78,-2.80%,17,新天转债
48,华统转债,128106,2020/5/8,华统股份,002840,农业,农产品加,136,-1.45%,-1.34%,12.44,-3.19%,8.7,1.20%,113.2,9.39,2.23,132.48,2.70%,2月8天,5.67年,3.67年,9.90%,13.10%,5.5,56,-3.24%,-3.64%,-6.88%,-7.04%,86.65,87.04,0.87,AA,4.84%,138.70 ,139.5,52.5,-6.30%,7,华统转债
262,众信转债!,128022,2017/12/28,众信旅游,002707,旅游餐饮,旅游,122.467,-3.57%,-0.12%,9.68,-4.54%,84,14.50%,109.8,7.91,4.04,122.38,0.10%,转股中,3.31年,1.31年,5.20%,6.40%,4.6,88,-3.30%,-3.82%,-10.40%,-10.60%,95.97,94.8,0.81,AA,4.63%,122.57 ,122.6,26.6,-6.00%,26,众信转债!
164,一心转债,128067,2019/5/17,一心堂,002727,医药,医药商业,132,-0.15%,1.13%,32.67,1.21%,22,2.80%,112.9,26.83,3.96,121.77,8.40%,转股中,4.69年,2.69年,3.20%,3.90%,6,187,-3.33%,-3.80%,-8.25%,-8.45%,90.96,91.68,0.81,AA,4.63%,140.40 ,142.2,50.6,-2.30%,19,一心转债
129,通光转债!,123034,2019/11/28,通光线缆,300265,通信互联,通信设备,141.001,-0.63%,-2.46%,10.97,-3.09%,257,135%,118.5,7.97,3.65,137.64,2.40%,转股中,5.24年,3.24年,3.40%,4.70%,1.4,39,-3.33%,-3.91%,-8.65%,-8.84%,81.47,81.69,1,A+,7.54%,143.40 ,144.4,62.7,-5.30%,27,通光转债!
52,长集转债,128105,2020/5/13,长青集团,002616,城市公用,三废处理,139.61,-1.68%,0.98%,11,-0.81%,5.8,0.50%,115.3,8.11,3.32,135.64,2.90%,2月7天,5.67年,3.67年,9.80%,13.30%,8,82,-3.38%,-3.83%,-7.50%,-7.67%,86.76,88.67,0.86,AA,4.84%,142.51 ,143.6,54.9,0.30%,6,长集转债
121,先导转债,123036,2020/1/10,先导智能,300450,机械装备,专用设备,139,-1.37%,0.20%,43.2,-1.59%,5,0.40%,115.1,38.99,9.36,110.8,25.50%,转股中,5.34年,3.34年,2.60%,2.90%,10,381,-3.53%,-4.01%,-8.11%,-8.28%,87.92,89.86,0.74,AA,4.84%,164.50 ,167.2,77.3,-7.40%,18,先导转债
15,雪榕转债,123056,2020/7/24,雪榕生物,300511,农业,种植业,149.182,-2.81%,-0.41%,18.24,-3.49%,89,10.10%,121.1,11.89,4.11,153.41,-2.80%,4月28天,5.87年,3.87年,7.30%,11.10%,5.9,81,-3.55%,-4.13%,-8.61%,-8.77%,82.89,87.34,0.92,AA-,5.84%,146.38 ,145,57.6,7.90%,5,雪榕转债
1,N宏川转,128121,2020/8/7,宏川智慧,002930,交通运输,物流业,140.301,40.30%,0.00%,23.2,0.69%,771,87.80%,113.3,20.25,4.2,114.57,22.50%,5月19天,5.94年,3.94年,6.50%,7.50%,6.7,103,-3.60%,-3.97%,-7.13%,-7.29%,82.41,81.41,0.83,AA-,5.84%,162.80 ,166,83.6,11.10%,2,N宏川转
151,欧派转债,113543,2019/9/4,欧派家居,603833,其他,家居用品,138.52,-0.84%,-0.04%,96.99,-1.02%,4.1,0.20%,115.3,71.69,4.45,135.29,2.40%,转股中,5年7天,4年7天,2.60%,3.50%,15,571,-3.66%,-4.17%,-6.37%,-6.59%,86.98,91.43,0.87,AA,4.84%,140.92 ,141.7,50.3,-5.70%,16,欧派转债
157,环境转债,113028,2019/7/8,XD上海环,601200,城市公用,三废处理,132.88,-1.29%,-1.04%,13.63,-2.71%,16,0.60%,110.8,10.36,1.88,131.56,1.00%,转股中,4.86年,2.86年,16.70%,21.90%,21,126,-3.73%,-4.12%,-8.05%,-8.23%,91.49,91.36,0.86,AAA,4.13%,133.88 ,134.2,42.7,0.90%,11,环境转债
84,恩捷转债!,128095,2020/2/28,恩捷股份,002812,电子,元器件制,141.71,-0.77%,0.97%,83.2,0.24%,48,2.10%,115.3,64.49,14.64,129.01,9.80%,8天,5.51年,3.51年,2.40%,3.10%,16,670,-3.74%,-4.20%,-8.19%,-8.36%,87.41,89.33,0.84,AA,4.84%,151.51 ,154.4,65.1,9.90%,18,恩捷转债!
62,天铁转债,123046,2020/4/17,天铁股份,300587,铁路,铁路设备,145.835,-1.95%,0.54%,15.37,-1.54%,68,11.60%,118.2,10.12,2.67,151.88,-4.00%,47天,5.61年,3.61年,8.40%,12.80%,4,47,-3.75%,-4.28%,-8.62%,-8.80%,84.24,86.58,0.92,AA-,5.84%,141.84 ,139.8,53.2,22.30%,8,天铁转债
265,济川转债!,110038,2017/11/29,济川药业,600566,医药,中药,118,-0.48%,-0.40%,24.8,-1.51%,5.6,0.80%,108.3,24.27,3.12,102.18,15.50%,转股中,2.26年,0.26年,3.10%,3.20%,6.3,202,-3.76%,-4.42%,-35.70%,-36.10%,99.17,98.18,0.59,AA,4.49%,133.50 ,133.8,34.7,-5.40%,21,济川转债!
99,麦米转债!,128089,2020/1/21,麦格米特,002851,电子,电子产品,139,-1.86%,-0.65%,27.98,-2.51%,52,11.40%,113.3,20.15,6.56,138.86,0.10%,转股中,5.38年,3.38年,2.50%,3.40%,3.3,131,-3.80%,-4.21%,-7.98%,-8.15%,85.07,84.03,1,AA-,5.84%,139.10 ,139.1,54.1,-8.00%,17,麦米转债!
18,晨光转债,123055,2020/7/13,晨光生物,300138,食品饮料,食品加工,156.657,-1.47%,-0.29%,17.2,-1.99%,36,3.70%,124.3,12.25,5.14,140.41,11.60%,4月16天,5.85年,3.85年,7.20%,10.00%,6.3,88,-3.94%,-4.59%,-9.73%,-9.89%,83.16,89.77,0.88,AA-,5.84%,168.26 ,172.9,83.1,13.70%,3,晨光转债
102,深南转债!,128088,2020/1/16,深南电路,002916,电子,元器件制,142.449,-3.23%,-0.06%,150.91,-3.29%,92,7.40%,115.1,105.79,10.07,142.65,-0.10%,转股中,5.38年,3.38年,1.20%,1.70%,8.6,720,-3.95%,-4.42%,-8.67%,-8.84%,87.77,89.71,1,AA,4.84%,142.35 ,142.2,52.5,-7.30%,31,深南转债!
272,国君转债!,113013,2017/7/24,国泰君安,601211,金融,证券行业,121.59,-1.83%,0.43%,18.6,-2.87%,115,1.30%,108.3,19.4,1.35,95.88,26.80%,转股中,2.91年,无权,4.20%,4.10%,70,1657,-3.96%,-4.46%,无权,无权,无权,98.17,0.49,AAA,3.49%,148.39 ,147.3,49.1,-3.40%,14,国君转债!
188,视源转债!,128059,2019/4/2,视源股份,002841,电子,液晶显示,136.607,0.01%,-0.28%,102.51,-0.27%,41,5.30%,113.9,74.97,13.67,136.73,-0.10%,转股中,4.59年,2.59年,0.90%,1.20%,5.8,677,-3.96%,-4.47%,-9.70%,-9.90%,91.4,92.94,1,AA,4.63%,136.51 ,136.5,43.5,-1.70%,12,视源转债!
92,乐普转债!,123040,2020/1/23,乐普医疗,300003,医药,医疗器械,132.75,-1.93%,-1.23%,42.22,-3.17%,87,12.60%,111.1,32.19,9.63,131.16,1.20%,转股中,4.40年,2.40年,0.70%,0.90%,5.1,752,-4.01%,-4.44%,-9.78%,-9.91%,92.02,93.18,1,AA+,4.13%,133.95 ,134.3,41.2,-3.70%,18,乐普转债!
211,桐昆转债!,113020,2018/12/12,桐昆股份,601233,服装纺织,纺织行业,134.1,-1.22%,0.48%,15.26,-0.91%,63,1.30%,112.8,12.28,1.5,124.27,7.90%,转股中,4.28年,2.28年,12.30%,15.30%,35,282,-4.04%,-4.54%,-10.20%,-10.40%,93.66,95.2,0.81,AA+,4.13%,142.00 ,143.9,48.7,3.30%,16,桐昆转债!
21,泛微转债,113587,2020/7/14,泛微网络,603039,计算机及,软件开发,157.55,-0.31%,6.17%,94.52,6.59%,109,22.20%,124.3,64.33,15.53,146.93,7.20%,4月14天,5.85年,3.85年,1.60%,2.30%,3.2,201,-4.04%,-4.69%,-9.87%,-10.00%,83.19,89.8,0.89,AA-,5.84%,164.75 ,168.2,78.4,16.20%,3,泛微转债
