序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
104,金牌转债,113553,2020/1/7,金牌厨柜,603180,其他,家居用品,125.5,-0.29%,-0.60%,50.54,-1.19%,9.5,1.90%,124.6,44.14,2.94,114.5,9.60%,转股中,5.40年,3.40年,8.20%,9.40%,3.9,48,-0.14%,-0.89%,-5.16%,-5.36%,85.38,92.58,36.15,128.73,-2.50%,52%,13%,16%,0.74,AA-,5.78%,135.10 ,136.5,43.9,2.50%,16,金牌转债
239,蒙电转债!,110041,2018/1/9,内蒙华电,600863,能源电力,电力供应,110.86,-1.89%,1.56%,2.6,-0.76%,8.7,0.40%,110.3,2.82,1.28,92.2,20.20%,转股中,3.43年,1.43年,12.40%,11.40%,19,151,-0.15%,-0.71%,-4.66%,-4.98%,97.36,98.28,10.7,108.98,1.70%,26%,23%,16%,0.43,AAA,3.50%,131.06 ,129.5,31.2,1.10%,9,蒙电转债!
157,鼎胜转债!,113534,2019/4/30,鼎胜新材,603876,有色金属,小金属,115.85,-0.13%,0.17%,15.31,0.07%,18,1.30%,114.9,15.28,1.8,100.2,15.60%,转股中,4.72年,2.72年,18.10%,18.10%,12,66,-0.18%,-0.74%,-3.89%,-4.10%,91.16,93.7,21.38,115.08,0.70%,53%,18%,16%,0.6,AA,4.50%,131.45 ,131.5,37.8,2.00%,35,鼎胜转债!
148,三星转债,113536,2019/6/24,三星新材,603578,家电,零部件制,116.02,-0.11%,0.96%,22.27,1.18%,8.3,3.80%,114.8,19.54,3.22,113.97,1.80%,转股中,4.87年,2.87年,9.60%,10.90%,1.9,20,-0.22%,-0.76%,-3.79%,-3.98%,90.49,93.02,33.76,126.78,-8.50%,41%,<2%,18%,0.72,AA,4.50%,117.82 ,118.1,25,2.40%,41,三星转债
69,奥佳转债!,128097,2020/3/18,奥佳华,2614,机械装备,专用设备,116.72,0.98%,0.53%,11.75,2.09%,63,4.50%,115.3,10.69,1.97,109.92,6.20%,45天,5.61年,3.61年,18.20%,20.00%,12,66,-0.22%,-0.71%,-3.09%,-3.28%,87.2,89.2,33.55,122.76,-4.90%,44%,11%,17%,0.72,AA,4.78%,122.92 ,123.5,34.3,5.90%,29,奥佳转债!
31,聚飞转债,123050,2020/5/15,聚飞光电,300303,电子,LED制,126,-0.63%,-1.20%,5.73,-2.55%,8,0.90%,124.2,5.18,3.24,110.62,13.90%,3月3天,5.74年,3.74年,9.60%,10.60%,7.1,73,-0.26%,-0.95%,-4.81%,-5.00%,83.81,90.56,35.66,126.22,-0.20%,45%,17%,17%,0.72,AA-,5.78%,139.90 ,141.4,50.8,-7.40%,9,聚飞转债
218,博世转债!,123010,2018/8/14,博世科,300422,城市公用,三废处理,113.498,0.73%,-0.93%,11.94,-0.33%,12,2.40%,112.3,12.28,2.47,97.23,16.70%,转股中,3.96年,1.96年,10.10%,9.80%,4.3,42,-0.27%,-0.83%,-4.57%,-4.81%,91.79,91.18,20.78,111.96,1.40%,40%,19%,17%,0.6,AA-,5.50%,130.20 ,129.8,38,3.60%,24,博世转债!
56,华安转债!,110067,2020/4/9,华安证券,600909,金融,证券行业,112.72,-0.53%,-1.17%,7.89,-3.31%,183,5.80%,110.5,8.67,2.1,91,23.90%,2月1天,5.65年,无权,9.80%,8.90%,28,286,-0.36%,-0.70%,无权,无权,无权,89.84,18.43,108.27,4.10%,41%,23%,18%,0.51,AAA,3.78%,136.62 ,134.4,44.6,1.60%,25,华安转债!
4,晨光转债,123055,2020/7/13,晨光生物,300138,食品饮料,食品加工,127.26,2.46%,-0.81%,13.31,2.31%,69,8.80%,124.3,12.25,3.98,108.65,17.10%,5月7天,5.91年,3.91年,9.20%,10.00%,6.3,68,-0.40%,-1.08%,-4.83%,-5.01%,83.08,89.77,34.1,123.87,2.70%,43%,19%,16%,0.72,AA-,5.78%,144.36 ,145.9,56.1,8.70%,3,晨光转债
71,奥瑞转债!,128096,2020/3/16,奥瑞金,2701,造纸包装,包装材料,118.65,0.55%,0.86%,5.12,1.99%,84,6.50%,116,4.64,2.08,110.34,7.50%,29天,5.57年,3.57年,9.00%,10.00%,11,120,-0.41%,-0.92%,-3.42%,-3.63%,89.4,92.35,30.82,123.16,-3.70%,28%,13%,16%,0.71,AA+,4.28%,126.15 ,127,34.6,12.00%,25,奥瑞转债!
163,现代转债,110057,2019/4/30,现代制药,600420,医药,化学制药,113,-0.27%,0.27%,9.74,0.00%,23,1.20%,110.8,9.89,1.34,98.48,14.70%,转股中,4.70年,2.70年,16.20%,15.90%,16,100,-0.42%,-0.85%,-3.11%,-3.32%,93.67,94.54,18.55,113.09,-0.10%,30%,17%,16%,0.57,AAA,3.50%,127.70 ,127.5,33,-1.50%,23,现代转债
113,利德转债!,123035,2019/12/9,利亚德,300296,电子,LED制,118.18,-2.41%,-0.10%,6.66,-4.58%,31,3.30%,115.6,6.98,2.01,95.42,23.90%,转股中,5.32年,3.32年,4.70%,4.50%,8,169,-0.42%,-0.94%,-3.61%,-3.83%,90.11,92.95,20.08,113.03,4.60%,51%,24%,17%,0.55,AA+,4.28%,142.08 ,140.9,48,1.90%,17,利德转债!
90,淮矿转债!,110065,2020/1/13,淮北矿业,600985,煤炭,煤炭开采,113.71,0.61%,-0.94%,9.22,-0.54%,37,1.20%,111,9.33,1.01,98.82,15.10%,转股中,5.43年,3.43年,13.80%,13.60%,28,200,-0.45%,-0.82%,-2.60%,-2.78%,90.67,91.08,21.76,112.84,0.80%,43%,17%,16%,0.61,AAA,3.78%,128.81 ,128.6,37.5,4.00%,25,淮矿转债!
12,寿仙转债,113585,2020/7/7,寿仙谷,603896,医药,中药,121.06,3.14%,2.73%,34.8,7.04%,42,9.90%,117.8,28.68,4.13,121.34,-0.20%,4月29天,5.89年,3.89年,7.20%,8.70%,3.6,50,-0.47%,-0.99%,-3.68%,-3.86%,83.11,85.19,46.92,132.12,-8.40%,47%,<2%,16%,0.83,AA-,5.78%,120.86 ,120.8,35.6,4.60%,3,寿仙转债
144,华钰转债!,113027,2019/7/10,华钰矿业,601020,有色金属,锌铅镍锡,117.62,-2.11%,0.21%,11.67,-2.59%,121,19.80%,114.9,10.17,2.98,114.75,2.50%,转股中,4.90年,2.90年,8.30%,9.50%,5.1,61,-0.48%,-1.02%,-4.14%,-4.34%,90.43,92.96,33.78,126.75,-7.20%,43%,<2%,17%,0.74,AA,4.50%,120.12 ,120.5,27.5,15.60%,53,华钰转债!
48,天铁转债,123046,2020/4/17,天铁股份,300587,铁路,铁路设备,121.515,0.01%,-0.35%,11.73,-0.42%,4.5,0.90%,118.2,10.12,2.04,115.91,4.80%,2月8天,5.67年,3.67年,11.00%,12.80%,4,36,-0.50%,-1.05%,-3.99%,-4.18%,84.15,86.57,42.12,128.69,-5.60%,63%,<2%,17%,0.79,AA-,5.78%,126.32 ,127.1,40.6,-20.70%,7,天铁转债
64,盛屯转债!,110066,2020/3/31,盛屯矿业,600711,有色金属,有色行业,118.63,-0.74%,1.27%,5.02,0.80%,59,2.10%,115.3,4.88,1.29,102.87,15.30%,49天,5.62年,3.62年,20.60%,21.20%,24,116,-0.51%,-1.00%,-3.50%,-3.68%,87.13,89.15,28.41,117.56,0.90%,46%,21%,17%,0.67,AA,4.78%,133.93 ,134.4,45.2,-0.60%,51,盛屯转债!
136,合兴转债!,128071,2019/9/16,合兴包装,2228,造纸包装,包装材料,118.299,4.55%,-2.41%,4.7,3.07%,42,6.10%,115.1,4.28,1.84,109.81,7.70%,转股中,5年28天,3年28天,10.80%,11.90%,6,55,-0.55%,-1.07%,-4.05%,-4.25%,89.18,91.24,32.03,123.27,-4.00%,38%,9%,18%,0.7,AA,4.78%,126.00 ,126.8,35.5,9.20%,29,合兴转债!
234,江银转债!,128034,2018/2/14,江阴银行,2807,金融,银行行业,111.3,1.27%,-1.02%,4.48,0.45%,61,3.10%,109.1,4.5,0.84,99.56,11.80%,转股中,3.52年,无权,18.10%,18.00%,18,97,-0.57%,-1.05%,无权,无权,无权,95.22,18.04,113.26,-1.70%,34%,15%,18%,0.57,AA+,4.00%,123.10 ,123,27.8,5.90%,31,江银转债!
72,柳药转债,113563,2020/2/24,柳药股份,603368,医药,医药商业,116.97,0.33%,0.75%,24.79,1.60%,6.8,0.70%,113.2,24.47,1.41,101.31,15.50%,3.2天,5.50年,3.50年,8.90%,9.00%,8,90,-0.61%,-1.04%,-3.26%,-3.45%,87.55,88.02,26.85,114.86,1.80%,44%,21%,16%,0.67,AA,4.78%,132.47 ,132.6,44.6,-8.00%,17,柳药转债
26,康隆转债,113580,2020/5/20,康隆达,603665,服装纺织,服装行业,125.43,-2.66%,-2.60%,17.81,-6.90%,84,32.90%,121.2,15.51,1.71,114.83,9.20%,3月12天,5.76年,3.76年,7.60%,8.70%,2,26,-0.61%,-1.22%,-4.67%,-4.86%,83.69,88.27,40.21,128.48,-2.40%,43%,9%,17%,0.76,AA-,5.78%,134.63 ,136,47.8,-3.80%,8,康隆转债
84,汽模转2,128090,2020/1/23,天汽模,2510,汽车,零部件制,119.287,0.03%,-1.79%,4.46,-2.62%,14,2.60%,115.2,4.21,1.54,105.94,12.60%,转股中,5.44年,3.44年,11.60%,12.30%,4.7,41,-0.65%,-1.14%,-3.84%,-4.03%,87.77,89.79,30.74,120.53,-1.00%,46%,15%,18%,0.67,AA,4.78%,131.89 ,132.6,42.8,-3.00%,29,汽模转2
65,桐20转债!,113032,2020/3/20,桐昆股份,601233,服装纺织,纺织行业,117.54,0.45%,2.12%,14.6,3.91%,30,1.10%,113.1,14.35,1.44,101.74,15.50%,50天,5.62年,3.62年,8.50%,8.70%,23,270,-0.69%,-1.11%,-3.30%,-3.48%,88.52,89.75,25.6,115.35,1.90%,49%,22%,16%,0.66,AA+,4.28%,133.04 ,133.3,43.6,6.50%,23,桐20转债!
233,无锡转债!,110043,2018/3/14,无锡银行,600908,金融,银行行业,112.3,-0.47%,0.16%,6.08,-0.49%,101,3.00%,109.1,5.79,0.98,105.01,6.90%,转股中,3.53年,无权,26.70%,28.00%,30,112,-0.83%,-1.30%,无权,无权,无权,95.18,21.71,116.89,-3.90%,32%,13%,18%,0.63,AA+,4.00%,119.20 ,119.6,24.4,10.20%,35,无锡转债!
111,常汽转债,113550,2019/12/12,常熟汽饰,603035,汽车,零部件制,127.35,1.34%,0.23%,12.38,1.89%,21,1.80%,121.8,9.65,1.29,128.29,-0.70%,转股中,5.33年,3.33年,26.40%,33.80%,9.3,35,-0.85%,-1.54%,-5.50%,-5.74%,86.26,90.94,49.16,140.1,-9.10%,40%,<2%,17%,0.83,AA-,5.78%,126.65 ,126.4,35.5,-0.20%,18,常汽转债
17,楚江转债,128109,2020/6/23,楚江新材,2171,有色金属,铜金属,121.151,-0.45%,0.45%,9.19,0.00%,90,4.10%,115.3,8.73,2.3,105.27,15.10%,4月24天,5.88年,3.88年,14.90%,15.70%,18,123,-0.85%,-1.31%,-3.78%,-3.95%,86.09,88.08,31.2,119.28,1.60%,58%,21%,17%,0.69,AA,4.78%,136.25 ,137,49,-4.40%,4,楚江转债
114,川投转债,110061,2019/12/2,川投能源,600674,能源电力,水电,116.2,-1.30%,1.43%,9.44,0.21%,15,0.30%,111,9.58,1.54,98.54,17.90%,转股中,5.32年,3.32年,9.60%,9.50%,40,416,-0.87%,-1.25%,-3.30%,-3.48%,91.06,91.47,21.18,112.65,3.10%,19%,21%,16%,0.61,AAA,3.78%,134.10 ,133.9,42.4,-0.90%,17,川投转债
221,华通转债!,128040,2018/7/13,华通医药,2758,医药,医药商业,116.35,-0.39%,-0.88%,11.61,-1.94%,8.4,3.30%,112.3,11.29,3.86,102.83,13.10%,转股中,3.90年,1.90年,9.10%,9.40%,2.2,24,-0.92%,-1.48%,-5.84%,-6.08%,92.08,91.46,25.23,116.69,-0.30%,44%,17%,18%,0.65,AA-,5.50%,129.45 ,129.9,37.8,0.30%,32,华通转债!
103,明阳转债!,113029,2020/1/7,明阳智能,601615,能源电力,风能,119.25,1.38%,-0.35%,13.65,1.41%,21,1.00%,113.3,12.46,2.75,109.55,8.90%,转股中,5.41年,3.41年,8.90%,9.70%,17,192,-0.96%,-1.40%,-3.84%,-4.03%,87.99,88.47,33.49,121.96,-2.20%,52%,14%,17%,0.73,AA,4.78%,128.15 ,128.9,40.5,3.70%,25,明阳转债!
102,木森转债,128084,2020/1/10,木林森,2745,电子,LED制,124.05,-0.12%,1.53%,15.42,1.78%,100,3.10%,117.3,12.8,1.9,120.47,3.00%,转股中,5.41年,3.41年,13.40%,16.10%,26,197,-1.05%,-1.60%,-4.91%,-5.09%,87.99,91.57,39.55,131.12,-5.40%,59%,10%,16%,0.79,AA,4.78%,127.05 ,127.6,36.1,-3.10%,22,木森转债
68,宏辉转债,113565,2020/3/16,宏辉果蔬,603336,农业,农产品加,125.53,1.63%,0.96%,13.25,2.95%,163,39.20%,118.2,10,3.35,132.5,-5.30%,46天,5.61年,3.61年,7.70%,10.20%,3.3,43,-1.09%,-1.64%,-4.88%,-5.08%,84.43,86.84,55.23,142.07,-11.60%,62%,<2%,16%,0.88,AA-,5.78%,120.23 ,118.6,31.7,3.90%,15,宏辉转债
169,亨通转债!,110056,2019/4/16,亨通光电,600487,通信互联,通信设备,121.22,-0.04%,0.20%,17.25,0.23%,29,1.40%,114.8,15.58,2.46,110.72,9.50%,转股中,4.67年,2.67年,5.10%,5.60%,17,337,-1.18%,-1.74%,-5.53%,-5.74%,92.53,95.93,26.92,122.85,-1.30%,47%,16%,16%,0.68,AA+,4.00%,130.72 ,131.7,35.8,-0.60%,31,亨通转债!
35,应急转债,123048,2020/5/11,中船应急,300527,机械装备,专用设备,120.946,0.46%,1.04%,9.77,2.09%,63,6.40%,113.1,8.9,4.23,109.78,10.20%,2月29天,5.73年,3.73年,9.20%,10.10%,8.2,89,-1.18%,-1.59%,-3.93%,-4.09%,88.12,89.35,32.8,122.16,-1.00%,61%,18%,17%,0.72,AA+,4.28%,131.15 ,132.1,42.8,2.50%,12,应急转债
87,联得转债,123038,2020/1/22,联得装备,300545,机械装备,专用设备,126.999,-0.78%,0.84%,31.91,0.06%,18,7.10%,119.1,25.29,6.66,126.18,0.70%,转股中,5.44年,3.44年,4.30%,5.50%,2,46,-1.20%,-1.80%,-5.37%,-5.58%,80.75,81.22,55.91,137.13,-7.40%,73%,<2%,17%,0.87,A+,7.48%,127.70 ,127.8,46.6,-5.40%,15,联得转债
265,海印转债!,127003,2016/7/1,海印股份,861,商业零售,商场,114.39,-0.96%,-0.03%,3.43,-1.44%,25,2.30%,111.8,3,2.18,114.33,0.00%,转股中,1.89年,回售中,11.90%,13.70%,9.2,77,-1.22%,-2.33%,回售中,回售中,100.3,103.31,18.04,121.35,-5.70%,33%,<2%,16%,0.69,AA,4.31%,114.39 ,114.4,11.1,2.10%,82,海印转债!
145,蓝晓转债!,123027,2019/7/4,蓝晓科技,300487,化工,化工,127,0.00%,2.19%,36.91,2.19%,13,4.20%,119.5,29.33,5.84,125.84,0.90%,转股中,4.90年,2.90年,3.20%,4.00%,2.5,77,-1.26%,-1.94%,-6.25%,-6.50%,84.59,85.72,40.13,125.84,0.90%,52%,81%,17%,1,A+,7.20%,127.90 ,128.2,42.4,7.40%,22,蓝晓转债!
54,三祥转债!,113572,2020/4/9,三祥新材,603663,其他,其他,121.44,3.33%,-1.32%,16.85,2.31%,28,11.30%,113.2,14.19,5.77,118.75,2.30%,2月1天,5.65年,3.65年,6.40%,7.60%,2.1,32,-1.26%,-1.67%,-4.09%,-4.26%,78.97,75.94,53.05,128.99,-5.90%,46%,<2%,17%,0.87,A+,7.48%,123.74 ,124.1,45.2,12.60%,14,三祥转债!
232,大族转债!,128035,2018/3/5,大族激光,2008,机械装备,专用设备,112.971,1.23%,-0.25%,40.8,4.70%,47,1.80%,108,52.3,5.2,78.01,44.80%,转股中,3.55年,1.55年,5.30%,4.10%,23,435,-1.27%,-1.69%,-4.50%,-4.97%,97.62,94.13,6.68,100.81,12.10%,44%,40%,16%,0.21,AA+,4.00%,157.77 ,147.9,50.3,10.40%,20,大族转债!
11,永兴转债,128110,2020/7/8,永兴材料,2756,钢铁,炼钢,122,1.07%,-2.00%,18.68,-1.27%,13,1.50%,113.2,17.16,1.94,108.86,12.10%,4月29天,5.89年,3.89年,10.40%,11.30%,7,67,-1.28%,-1.68%,-3.96%,-4.12%,85.94,86.41,34.86,121.27,0.60%,39%,16%,17%,0.73,AA,4.78%,134.10 ,135.1,48.7,-2.50%,4,永兴转债
213,万顺转债,123012,2018/8/29,万顺新材,300057,造纸包装,包装材料,116.68,1.20%,-0.24%,5.24,1.55%,55,36.70%,110.9,5.31,1.04,98.68,18.20%,转股中,4年1.2天,2年1.2天,3.60%,3.60%,1.3,35,-1.29%,-1.78%,-5.48%,-5.76%,92.19,89.96,23.55,113.51,2.80%,40%,23%,18%,0.62,AA-,5.50%,134.88 ,134.7,42.5,3.70%,16,万顺转债
200,张行转债,128048,2018/11/29,张家港行,2839,金融,银行行业,120.5,-0.90%,-5.65%,6.44,-9.68%,206,6.80%,113.9,5.76,1.1,111.81,7.80%,转股中,4.32年,无权,21.50%,24.00%,25,116,-1.32%,-1.89%,无权,无权,无权,96.5,28.45,124.95,-3.60%,42%,<2%,18%,0.68,AA+,4.00%,128.30 ,129.2,32.7,3.20%,16,张行转债
128,游族转债!!,128074,2019/10/21,游族网络,2174,通信互联,互联网,128.74,-0.45%,-0.72%,21.99,-1.17%,311,33.20%,120.3,17.06,3.86,128.9,-0.10%,转股中,5.18年,3.18年,3.60%,4.70%,7.2,198,-1.32%,-1.98%,-6.29%,-6.49%,88.94,94.92,33.98,128.9,-0.10%,47%,<2%,17%,1,AA,4.78%,128.64 ,128.6,33.7,-13.60%,23,游族转债!!
7,泛微转债,113587,2020/7/14,泛微网络,603039,计算机及,软件开发,134.38,1.80%,0.36%,76.07,2.80%,24,5.60%,124.3,64.33,12.5,118.25,13.60%,5月5天,5.91年,3.91年,2.00%,2.30%,3.2,161,-1.34%,-2.01%,-6.11%,-6.28%,83.1,89.8,42.32,132.11,1.70%,55%,21%,17%,0.77,AA-,5.78%,147.98 ,150.5,60.7,2.00%,2,泛微转债
118,天路转债,110060,2019/11/28,XD西藏天,600326,建筑,水泥,123.76,1.41%,-0.09%,8.39,1.70%,35,2.60%,115.3,7.16,2.15,117.18,5.60%,转股中,5.28年,3.28年,15.00%,17.50%,11,73,-1.36%,-1.86%,-5.03%,-5.22%,88.55,90.58,37.35,127.93,-3.30%,41%,12%,16%,0.78,AA,4.78%,129.36 ,130.3,39.8,8.30%,14,天路转债
126,金能转债,113545,2019/11/7,金能科技,603113,煤炭,炼焦,124.2,-1.05%,0.99%,13.58,-0.07%,66,3.50%,115.3,11.4,1.6,119.12,4.30%,转股中,5.24年,3.24年,16.30%,19.50%,15,92,-1.44%,-1.94%,-5.19%,-5.38%,88.71,90.75,39.48,130.23,-4.60%,43%,12%,17%,0.78,AA,4.78%,128.50 ,129.3,38.5,4.00%,24,金能转债
129,远东转债,128075,2019/10/31,远东传动,2406,汽车,零部件制,124.3,-1.03%,0.44%,6.8,-0.73%,15,1.40%,115.2,5.54,1.4,122.74,1.30%,转股中,5.18年,3.18年,23.40%,28.80%,8.9,38,-1.48%,-1.99%,-5.32%,-5.51%,88.85,90.89,42.12,133.02,-6.60%,31%,<2%,17%,0.8,AA,4.78%,125.60 ,125.9,35,1.30%,18,远东转债
270,国贸转债!,110033,2016/1/19,厦门国贸,600755,交通运输,交通运输,112.3,-0.49%,0.21%,7.12,-0.70%,3.8,0.30%,109.7,7.19,0.95,99.03,13.40%,转股中,1.47年,回售中,9.20%,9.10%,12,132,-1.60%,-2.80%,回售中,回售中,100.28,104.64,5.82,110.46,1.70%,33%,22%,15%,0.39,AAA,3.31%,125.70 ,125.6,20.9,2.30%,17,国贸转债!
3,润达转债,113588,2020/7/13,润达医疗,603108,医药,医疗器械,125.5,-0.32%,-1.24%,13.6,-2.30%,56,8.10%,114.2,13.36,2.82,101.8,23.30%,5月7天,5.91年,3.91年,7.00%,7.10%,5.5,79,-1.61%,-2.03%,-4.60%,-4.76%,85.85,87.08,29.2,116.28,7.90%,59%,27%,17%,0.68,AA,4.78%,148.80 ,149.2,62.1,-2.70%,5,润达转债
121,索发转债,113547,2019/11/22,索通发展,603612,其他,其他,130,0.00%,1.47%,13.35,1.83%,16,1.30%,119.1,10.52,1.79,126.9,2.40%,转股中,5.27年,3.27年,20.10%,25.50%,9.2,46,-1.69%,-2.30%,-6.26%,-6.48%,89.17,93.69,44.37,138.05,-5.80%,60%,<2%,17%,0.8,AA,4.78%,132.40 ,133.1,39.4,4.00%,12,索发转债
101,仙鹤转债,113554,2020/1/10,仙鹤股份,603733,造纸包装,造纸行业,129.58,-0.54%,0.01%,17.19,-0.64%,30,2.50%,118.3,13.27,2.83,129.54,0.00%,转股中,5.41年,3.41年,8.70%,11.30%,9.2,105,-1.70%,-2.27%,-6.11%,-6.28%,87.83,92.32,46.64,138.96,-6.70%,47%,<2%,16%,0.83,AA,4.78%,129.58 ,129.6,37.3,0.40%,16,仙鹤转债
222,三力转债!,128039,2018/6/29,三 力 士,2224,机械装备,专用设备,117.401,-0.34%,0.11%,6.33,-0.31%,5.8,2.40%,109.8,5.83,2.05,108.58,8.10%,转股中,3.89年,1.89年,4.40%,4.80%,2,46,-1.73%,-2.19%,-6.41%,-6.63%,91.93,89.48,29.65,119.13,-1.40%,41%,16%,17%,0.73,AA-,5.50%,125.50 ,126.2,34.3,-1.00%,18,三力转债!
5,正邦转债,128114,2020/7/15,正邦科技,2157,农业,畜牧业,127.824,0.65%,-0.02%,18.69,0.81%,177,8.70%,115.3,16.09,4.53,116.16,10.00%,5月7天,5.91年,3.91年,3.40%,4.00%,16,468,-1.76%,-2.20%,-5.02%,-5.18%,85.95,87.94,39.96,127.89,-0.10%,55%,18%,17%,0.77,AA,4.78%,137.82 ,139.5,51.6,1.30%,5,正邦转债
39,东时转债,113575,2020/4/30,东方时尚,603377,其他,其他,125.92,0.82%,-0.09%,19.15,0.84%,8.7,1.60%,113.5,14.56,6.55,131.52,-4.30%,2月28天,5.72年,3.72年,3.80%,5.00%,4.3,113,-1.83%,-2.24%,-4.88%,-5.05%,86.74,87.34,52.63,139.97,-10.00%,43%,<2%,16%,0.87,AA,4.78%,121.62 ,120.3,33,8.80%,16,东时转债
19,万青转债,127017,2020/7/2,万年青,789,建筑,水泥,131.95,2.60%,-0.44%,15.69,3.16%,42,3.20%,118.4,14.16,2.35,110.81,19.10%,4月23天,5.87年,3.87年,8.00%,8.90%,10,125,-1.86%,-2.39%,-5.82%,-5.98%,87.7,92.97,31.77,124.74,5.80%,49%,26%,17%,0.68,AA+,4.28%,151.05 ,153.1,60.1,11.50%,5,万青转债
2,巨星转债,128115,2020/7/16,巨星科技,2444,机械装备,通用设备,130.198,4.16%,1.17%,15.05,6.51%,667,53.70%,115.3,12.28,2.11,122.56,6.20%,5月19天,5.93年,3.93年,6.00%,7.40%,9.7,162,-2.06%,-2.50%,-4.82%,-5.10%,88.1,87.86,44.49,132.34,-1.60%,38%,16%,16%,0.82,AA,4.78%,136.40 ,137.8,49.7,17.20%,3,巨星转债
153,雅化转债!,128065,2019/5/10,雅化集团,2497,化工,化工,122.244,-0.61%,0.84%,9.73,0.31%,38,3.80%,110.9,8.95,3.49,108.72,12.40%,转股中,4.74年,2.74年,8.60%,9.30%,8,93,-2.07%,-2.48%,-5.64%,-5.84%,91.08,90.38,29.68,120.06,1.80%,53%,21%,16%,0.72,AA,4.50%,134.64 ,135.8,44.7,-1.70%,24,雅化转债!
123,英联转债,128079,2019/11/21,英联股份,2846,造纸包装,包装材料,131.33,-5.42%,-1.40%,17.37,-7.75%,187,89.90%,117.9,13.41,4.98,129.53,1.40%,转股中,5.26年,3.26年,4.60%,5.90%,1.6,34,-2.07%,-2.65%,-6.64%,-6.84%,81.53,81.38,58.95,140.33,-6.40%,62%,<2%,18%,0.88,A+,7.48%,132.73 ,133.1,51.6,-5.00%,19,英联转债
16,家悦转债,113584,2020/6/24,家家悦,603708,商业零售,超市,130.32,-1.31%,1.01%,40.9,-0.41%,47,5.50%,115.3,37.97,8.04,107.72,21.00%,4月26天,5.88年,3.88年,2.60%,2.80%,6.5,249,-2.10%,-2.54%,-5.51%,-5.67%,86.08,88.07,32.24,120.31,8.30%,39%,31%,16%,0.72,AA,4.78%,151.32 ,152.9,64.9,-6.90%,2,家悦转债
6,比音转债,128113,2020/7/15,比音勒芬,2832,服装纺织,服装行业,134.15,3.99%,2.47%,19.21,7.68%,315,34.80%,117.3,14.9,2.88,128.93,4.10%,5月5天,5.91年,3.91年,6.80%,8.80%,6.9,101,-2.28%,-2.78%,-6.15%,-6.31%,85.97,89.48,48.82,138.3,-3.00%,67%,16%,16%,0.84,AA,4.78%,138.25 ,139.4,49.9,12.40%,2,比音转债
203,利尔转债!,128046,2018/11/9,利尔化学,2258,化工,农化,124.31,0.97%,0.59%,20.84,2.16%,12,1.20%,112.9,18.62,3.37,111.92,11.10%,转股中,4.25年,2.25年,7.80%,8.70%,8.5,109,-2.29%,-2.82%,-7.42%,-7.66%,93.09,94.03,29.04,123.08,1.00%,44%,20%,16%,0.72,AA,4.50%,135.41 ,136.7,42.7,9.10%,11,利尔转债!
28,全筑转债,113578,2020/5/19,全筑股份,603030,建筑,装饰工程,134.92,-9.49%,0.53%,8.23,-9.96%,584,108%,118.3,5.47,2.05,150.46,-10.30%,3月9天,5.75年,3.75年,8.70%,13.00%,3.8,44,-2.30%,-2.83%,-6.52%,-6.69%,86.59,90.88,67.42,158.3,-14.80%,40%,<2%,17%,0.9,AA,4.78%,124.62 ,119.4,28.5,2.50%,7,全筑转债
83,唐人转债,128092,2020/1/22,唐人神,2567,农业,畜牧业,130.7,2.19%,-0.49%,11.32,1.98%,189,13.10%,115.3,8.63,2.68,131.17,-0.40%,转股中,5.45年,3.45年,11.70%,15.30%,11,95,-2.32%,-2.80%,-6.23%,-6.41%,87.84,89.86,49.98,139.84,-6.50%,55%,<2%,16%,0.86,AA,4.78%,130.30 ,130.2,40.4,10.30%,33,唐人转债
14,宝通转债,123053,2020/7/1,宝通科技,300031,通信互联,互联网,139.2,-3.33%,6.10%,26.15,3.36%,83,11.70%,121.3,20.8,3.74,125.72,10.70%,4月25天,5.88年,3.88年,4.80%,6.10%,5,104,-2.36%,-2.95%,-6.97%,-7.14%,83.23,87.78,49.83,137.61,1.20%,41%,29%,17%,0.82,AA-,5.78%,149.90 ,152.7,64.9,-1.10%,2,宝通转债
183,中天转债!,110051,2019/3/22,中天科技,600522,通信互联,通信设备,127,-0.49%,1.71%,12.02,1.61%,156,3.10%,113.9,10.09,1.78,119.13,6.60%,转股中,4.61年,2.61年,10.80%,12.80%,40,369,-2.37%,-2.90%,-7.19%,-7.40%,92.81,95.39,33.84,129.23,-1.70%,40%,17%,16%,0.76,AA+,4.00%,133.60 ,134.9,39.5,-0.30%,31,中天转债!
